director,weighted_average_vote,weighted_us_voters_rating,weighted_non_us_voters_rating,movies
Ajay Devgn,6.2,6.124517906336089,5.628571428571428,1
Ajay Bahl,8.1,6.714463544754001,7.469679501959879,1
Andy Mitton,4.8,5.370635994587279,4.793462469733656,1
Andy Tennant,5.6,5.428589399050832,5.503155221102119,1
Brie Larson,5.5,5.692336103416436,5.52787456445993,1
Bilall Fallah,6.6,6.6398360532450935,6.481528088849893,1
Bertie,6.9,6.616151007663923,6.340287769784172,1
Bethany Ashton Wolf,6.7,6.439073711676452,6.356296030177834,1
Bharatha Hettiarachchi,9.0,8.70848026868178,6.858718063648588,1
Bi Gan,7.2,6.457257632565614,6.6524993317294845,1
Bibo Bergeron,6.7,6.411295561169253,6.613186908585815,1
Bilal Lashari,7.9,5.633973961562306,6.828722002635047,1
Bill Holderman,6.1,6.062020508925181,5.970187816754446,1
Björn Runge,7.2,6.960236075248986,7.107022872373397,1
Bill Oliver,5.9,5.944629014396456,5.840511600237954,1
Bill Pohlad,7.4,7.412382739212006,7.107350216182828,1
Bill Watterson,6.2,6.2060264576188136,5.980239520958083,1
Bille August,6.8,6.4,6.6117621106503135,1
Billy O'Brien,6.2,6.320466786355476,6.04386752736458,1
Billy Ray,6.3,6.153132323074519,6.175536963647928,1
Bert,6.9,6.616151007663923,6.340287769784172,1
Bernardo Bertolucci,6.6,6.009001636661211,6.320305480682839,1
Bernard Rose,6.4,5.996334012219959,6.278006273963054,1
Benson Lee,5.0,5.203871292106586,5.062999185004076,1
Benoît Philippon,7.2,6.345283018867924,6.738149392607908,1
Benoît Jacquot,6.2,6.2184420459878,6.110023393917581,1
Benny Chan,6.9,6.595307739183426,6.705490162385084,1
Benny Boom,5.8,5.671821881733301,5.788287655188569,1
Benjamin Epps,6.2,6.1972754793138245,6.005123339658445,1
Benjamin Brewer,5.4,5.690361445783132,5.431370908710656,1
Benjamin Arfmann,5.7,5.792336103416436,5.631505986137365,1
Benh Zeitlin,7.3,7.310270981635462,7.165085424328476,1
Benedict Andrews,6.2,6.054368932038836,6.114500683994528,1
Benedek Fliegauf,6.4,6.0754669987546706,6.317927072341424,1
Ben Younger,6.8,6.594379712131597,6.707430783472187,1
Ben Howling,6.3,6.365198831723209,6.17093023255814,1
Ben Gluck,5.2,5.209501702259362,5.352576235541536,1
Birkan Pusa,7.1,6.019771863117871,6.868381087374709,1
Blair Erickson,5.5,5.835260930888575,5.377264825188333,1
Ben C. Lucas,6.3,6.129931972789115,6.135014296854692,1
Brian Kirk,6.6,6.465099248410098,6.452437574316289,1
Brian DeCubellis,6.2,6.003660886319846,6.1280989358642515,1
Brian Fee,6.7,6.619322307382008,6.662342308416494,1
Brian Frank Visciglia,5.9,7.1701030927835046,5.02380038387716,1
Brian Goodman,6.2,6.014712153518124,6.041758881770529,1
Brian Henson,5.4,5.483001328021249,5.432985156679494,1
Brian James O'Connell,5.7,5.954462659380692,5.557686760888377,1
Brian Klugman,7.0,6.61957374082638,6.965941839140687,1
Blake Harris,4.2,5.150375187593797,4.6040948275862075,1
Brian Levant,5.4,5.315473441108544,5.41349406261245,1
Brian Percival,7.6,7.378067367779302,7.470229234891337,1
Brian Peter Falk,6.5,6.187020648967552,6.20281690140845,1
Brian Robbins,5.9,5.568399452804378,5.890487967278608,1
Brian Smrz,5.8,5.8431965442764575,5.700000000000001,1
Bridget Savage Cole,6.4,6.2610513739546,6.080621572212065,1
Brian De Palma,5.3,5.45174506828528,5.3305343511450385,1
Brian Dannelly,6.3,6.186169607285144,6.045541184479237,1
Brett Donowho,5.3,5.718436636399526,5.21446012972148,1
Brent Bonacorso,4.6,5.131045751633987,4.816876971608833,1
Brenda Chapman,7.1,7.076436397910694,7.091168529686357,1
Brandon Trost,5.8,5.9,5.620846362309777,1
Brandon Cronenberg,5.7,5.9,5.613817880337155,1
Branden Kramer,5.5,5.639366515837104,5.330378096479792,1
Bradley Parker,5.0,5.075162852847837,5.02266472397604,1
Bradley King,6.5,6.402802527134295,6.367335510965936,1
Bradley Cooper,7.7,7.751471189211279,7.484915779770384,1
Bradford Lewis,6.1,5.9,6.192507342804053,1
Boots Riley,6.9,7.101842343702809,6.654082101203048,1
Bobby Roe,5.2,5.4683501683501685,5.1390200179265015,1
Bob Persichetti,8.4,8.439355771697807,8.177420928090172,1
Bob Nelson,6.4,6.23768115942029,6.227501232134057,1
Bo Burnham,7.4,7.562605907945959,7.1311168258633355,1
Ben Foster,6.3,6.27934362934363,6.244837730992001,1
Beka Jguburia,4.9,5.400751126690036,5.035171152338647,1
Aneesh Chaganty,7.6,7.584711458400052,7.467954994570152,1
Anthony Stacchi,6.8,6.700684175678658,6.75596653456627,1
Anthony Burns,5.4,5.704785190359762,5.4382653061224495,1
Anthony Byrne,5.8,5.842535091450447,5.6154894671623286,1
Anthony DiBlasi,5.8,5.977116704805492,5.613246787653994,1
Anthony Hemingway,5.9,5.809878494517435,5.792617201919528,1
Anthony Maras,7.6,7.28530174009626,7.420739762219286,1
Anthony Silverston,5.7,5.802702702702702,5.7,1
Antoine Bardou-Jacquet,6.1,6.003428295509416,6.0247129681912295,1
Anup Bhandari,8.3,6.257971014492754,7.160043196544276,1
Antoinette Beumer,6.8,5.977806788511749,6.649321077919366,1
Anton Megerdichev,6.5,5.986776859504133,6.33926059875427,1
Antoni Krauze,1.4,5.34900086880973,2.911290322580645,1
Antonin Baudry,6.9,6.291525423728814,6.7305802626005935,1
Antonio Campos,6.9,6.773024523160763,6.636260791902352,1
Antti Jokinen,5.3,5.51462631820266,5.229671829565011,1
Anthony Bell,5.2,5.209501702259362,5.352576235541536,1
Ant Timpson,6.0,6.031880108991825,5.947943779281624,1
Anna Muylaert,7.8,6.619042123485286,7.441133833807921,1
Anna Foerster,5.8,5.8999999999999995,5.7,1
Anna Biller,6.2,6.249488260084286,6.035556629611728,1
Ann Hui,7.5,6.51304347826087,7.066995429396199,1
Ann Deborah Fishman,3.5,4.7682926829268295,4.010889774236388,1
Anjali Menon,8.3,6.980407124681934,7.610960757780784,1
Aniruddha Roy Chowdhury,8.1,7.34863523573201,7.820003130380341,1
Anil Devgan,4.0,5.416752011704463,4.3216444132115255,1
Anh Hung Tran,6.3,6.142533470648816,6.224194567277321,1
Angus Sampson,6.3,6.061620977353993,6.16827661909989,1
Angus MacLane,7.3,7.353060458129929,7.183105634833928,1
Angelo Pizzo,7.2,6.617301658449126,6.580509841884479,1
Angela Robinson,7.1,6.730326060308899,6.882988298829883,1
Angela Bettis,4.7,4.931660231660232,4.810582771204246,1
Angel Gracia,5.5,5.696899224806202,5.435988483685221,1
Anu Menon,6.2,5.954862119013062,5.94819734345351,1
Anurag Singh,7.4,6.526075686884397,6.726718520075678,1
Bedran Güzel,6.1,5.885873605947956,5.990560875512996,1
Azazel Jacobs,6.5,6.400569800569801,6.2851706036745405,1
Autumn de Wilde,6.7,6.647091552857866,6.493276414087513,1
Axelle Carolyn,5.5,5.826469031233458,5.288043669660152,1
Ayan Mukherjee,7.1,6.544128113879004,6.7188431459347795,1
Ayman Jamal,7.9,7.358344955834496,7.1622255582660905,1
Ayse Ünal,7.2,5.968965517241379,6.850593990216632,1
Aytaç Agirlar,6.5,5.917218543046358,6.397356941236849,1
BJ McDonnell,5.7,5.966920277869665,5.466195939982348,1
Anusha Rizvi,7.4,6.535390496996177,7.241639156021243,1
Bahman Ghobadi,6.4,6.023052464228936,6.1626688029297325,1
Barbara Bialowas,3.3,4.254524758110415,3.3196873679763415,1
Barry Battles,6.4,6.316793893129772,6.138552291999508,1
Bart Layton,7.0,6.903052683407188,6.83176002274666,1
Bavo Defurne,7.1,6.622222222222222,6.718004338394794,1
Baz Luhrmann,7.2,6.980011992804318,7.192591129111923,1
Athina Rachel Tsangari,6.2,6.006701030927836,6.098083978801467,1
Assaf Bernstein,5.9,5.958246346555324,5.785296279958829,1
Ashwin Saravanan,7.1,6.111764705882353,6.485492227979274,1
Ashutosh Gowariker,5.7,5.770087778528022,5.479575596816977,1
Ashish R. Mohan,4.2,5.570849880857823,4.5753416518122405,1
Asger Leth,6.6,6.468679855927337,6.588501047682322,1
Arun Prabhu Purushothaman,8.5,7.096112311015119,7.635548172757476,1
Arnaud des Pallières,6.1,6.0181818181818185,6.027888948981431,1
Arie Posin,6.2,6.040425531914893,6.052854620364921,1
Ari Folman,6.5,6.170717517776342,6.424357034795764,1
Argyris Papadimitropoulos,6.6,6.0196916608269095,6.38530534351145,1
Arbaaz Khan,4.8,5.437311703360371,4.946579804560261,1
Aram Rappaport,5.7,5.66849199663016,5.7,1
April Mullen,5.5,5.73934045517882,5.458939096267191,1
Apichatpong Weerasethakul,6.7,6.579075738125804,6.4995983935742965,1
Anwar Rasheed,8.3,6.804358068315665,7.504737295434969,1
Anvita Dutt,6.6,6.035973597359736,6.250623441396509,1
Faruk Kabir,7.3,6.4183879093198986,6.285644428920712,1
Federico D'Alessandro,5.8,5.9,5.7,1
Felix Fuchssteiner,6.2,5.9,5.853617810760667,1
Justin Dec,5.4,5.476991150442478,5.341463667461387,1
Julien Rambaldi,7.0,6.287078651685395,6.666990291262136,1
Julio Medem,6.1,6.17718759594719,6.070295559186098,1
Juno Mak,6.3,6.1179921037789065,6.070967741935484,1
Junpei Mizusaki,5.6,5.836114120621163,5.524718823384006,1
Justin Baldoni,7.2,6.771784232365145,6.9024756189047265,1
Justin Barber,5.3,5.577520814061055,5.358428390367554,1
Justin Kelly,5.6,5.847664442326025,5.544052863436123,1
Kangana Ranaut,6.4,6.1389891696750905,5.911764705882353,1
Justin Reardon,6.0,5.9,5.884277965568745,1
Justin Simien,6.1,6.160031974420464,5.967018469656992,1
Justin Zackham,5.6,5.559453032104638,5.508190343584912,1
Jérémy Clapin,7.6,6.937037037037037,7.343410178338408,1
Jérôme Enrico,6.6,5.987798845836769,6.343260188087774,1
Jérôme Salle,6.7,6.14622641509434,6.614719426914549,1
Julien Magnat,5.7,5.692764378478664,5.7,1
Julie Delpy,6.0,6.037027707808564,5.878142076502733,1
Juliano Dornelles,7.5,6.493094072865688,7.216908992999462,1
Julian Schnabel,6.9,6.567861748774827,6.805228241983889,1
Julian Rosefeldt,6.6,6.027520435967302,6.368993839835729,1
Julian Pölsler,6.8,6.291812535290797,6.552363800090049,1
Julian Jarrold,6.5,6.25703086722195,6.272146118721461,1
Julian Farino,5.8,5.9,5.787153134635149,1
Julian Barratt,5.4,5.647710487444609,5.38667388949079,1
Julia Hart,6.6,6.194966954753431,6.2088791848617175,1
Julia Ducournau,7.0,6.945360824742268,6.856285745510182,1
Juanfer Andrés,6.7,6.13896499238965,6.397616370586912,1
Juan Solanas,6.4,6.249174078780178,6.284116899618805,1
Juan José Campanella,6.5,5.9,6.35603743026813,1
Juan Carlos Medina,6.3,6.195249795249795,6.1526694433926545,1
Juan Carlos Maneglia,7.1,6.227528089887642,6.753379549393413,1
Juan Carlos Fresnadillo,5.4,5.527942681678608,5.423362666458999,1
Kamal Haasan,8.2,6.3449949443882705,7.529366095043086,1
Kanji Wakabayashi,7.8,6.46892880904857,7.093203883495145,1
Josie Rourke,6.3,6.1531396438612935,6.168822098896302,1
Kerem Deren,7.2,6.06247906197655,6.819775820656525,1
Keith Behrman,7.2,6.4292342090553385,6.734306116113009,1
Kelly Dolen,6.6,6.054148740012293,6.348885530789573,1
Kelly Fremon Craig,7.3,7.303182082230685,7.162804076673197,1
Ken Marino,6.0,6.035483870967742,5.784328475160634,1
Kenji Nagasaki,7.6,6.562782184258694,6.686973180076629,1
Kenny Leon,5.7,5.746127618119825,5.700000000000001,1
Ketan Mehta,8.0,6.506828057107387,7.480462568472307,1
Kantemir Balagov,7.1,6.143080939947781,6.760111677591649,1
Ketche,7.8,6.109083402146986,7.43361747469366,1
Kevin Connolly,4.8,4.860687960687961,5.032384577196757,1
Kevin Finn,5.6,5.843591979075851,5.550761421319796,1
Kevin Phillips,6.6,6.491286198799896,6.4092764799274216,1
Kevin Pollak,5.2,5.544318740777177,5.159525979945306,1
Kevin R. Adams,6.6,6.3211155378486055,6.378787878787879,1
Keiichi Hara,7.4,6.351989562948467,6.894498959262563,1
Kei'ichi Sato,7.1,6.548782728525493,6.884681636419564,1
Keanu Reeves,6.1,6.2233275829020505,5.984631147540983,1
Kazuaki Kiriya,6.2,6.136601859678784,6.079801040246427,1
Kay Cannon,6.2,6.363718162687759,5.987748601298649,1
Katie Aselton,4.7,5.289296046287367,4.8315789473684205,1
Kathrine Windfeld,6.3,5.950830564784054,6.122081969767804,1
Kate Barker-Froyland,5.8,5.796200096200097,5.781192401730299,1
Kat Candler,6.1,6.05721085197525,5.915966386554622,1
Kasra Farahani,6.3,6.276268250433061,6.130516953863258,1
Kasper Barfoed,5.6,5.824666995559941,5.517860332202179,1
Kasi Lemmons,6.5,6.469329848795967,6.19811512990321,1
Karthick Naren,8.3,7.012446351931331,7.565835744491432,1
Karim Aïnouz,7.8,6.343062200956938,7.211764705882352,1
Karey Kirkpatrick,6.6,6.386621315192744,6.533407325194228,1
Karen Moncrieff,6.3,6.033155436957973,6.078729080766432,1
Kar-Wai Wong,6.6,6.467549668874172,6.454699886749716,1
José Manuel Cravioto,5.6,5.9,5.485421412300683,1
Joshua Michael Stern,5.9,5.809222539887485,5.895651133966818,1
Khoa Le,5.9,5.851733057423694,5.768847352024922,1
John Whitesell,4.4,4.320317145688801,4.493599251205991,1
John Ridley,5.7,5.741176470588235,5.626205450733752,1
John Schultz,5.3,5.654194204372141,5.24910536779324,1
John Singleton,5.1,4.890594630209191,5.018425901553041,1
John Slattery,6.1,6.039577039274924,6.034286183670116,1
John Stevenson,5.2,5.4733307301835215,5.3140771161305045,1
John Turturro,6.2,6.109720132410473,6.165715852989578,1
Johnnie To,7.0,6.665020576131688,6.795340050377833,1
Jonathan English,6.1,6.24149480766418,6.083295748768061,1
Johnny Kevorkian,4.8,5.385273972602739,5.044897959183674,1
Joko Anwar,6.6,6.161678146524734,6.219074696303954,1
Jon Hewitt,5.5,5.850226017076846,5.538124285169653,1
Jon Hurwitz,6.7,6.572058119112247,6.690604241245501,1
Jonah Hill,7.4,7.1321141623695885,7.208104072138303,1
Jonas Govaerts,5.9,5.973337555414821,5.77582789460962,1
John Rice,6.4,6.099665551839465,6.319475440009203,1
John Putch,5.3,5.6145147437732605,5.299733688415446,1
John Poliquin,5.1,5.266078472078057,5.064724919093851,1
John Musker,7.6,7.7468546334368265,7.4812874251497,1
John McPhail,6.0,6.171589085072231,5.778522336769759,1
John McNaughton,6.1,6.024642049736247,5.9267578125,1
John Maclean,6.9,6.843860894251241,6.846368715083799,1
John Lasseter,6.1,5.9,6.192507342804053,1
John Landis,6.2,6.18314344142565,6.069325153374233,1
John Krokidas,6.5,6.388164026095061,6.360004570906183,1
John Huddles,5.7,5.758445353594389,5.608742787200559,1
John Herzfeld,4.4,5.303318250377075,4.464177527298345,1
John Hamburg,6.2,6.084366450402563,6.090386233085778,1
John Gulager,3.7,4.388415318058003,3.7907770515613657,1
John Carroll Lynch,7.3,6.833488837054315,7.147908745247148,1
John Carpenter,5.6,5.63646086533787,5.508777319406653,1
John Butler,7.1,6.552589641434263,6.754578063054559,1
Jonathan Demme,5.9,5.9,5.881529368304396,1
Jonathan Ford,5.7,5.9668544912164405,5.7,1
Joshua Marston,5.4,5.801988781234065,5.406467926537131,1
Josh Baker,5.8,5.8999999999999995,5.7,1
Jorge R. Gutiérrez,7.3,6.975298763379404,7.145434703528556,1
Joseph Gordon-Levitt,6.5,6.577311768709688,6.492780109200848,1
Joseph Guzman,3.9,5.052985449071752,4.169153178512785,1
Joseph Kahn,5.7,5.976409530549658,5.524461839530333,1
Joseph Ruben,6.6,5.76842285323298,6.425275546422567,1
Josh Appignanesi,6.4,6.1673671199011135,6.187196841511563,1
Josh C. Waller,5.2,5.608246563931695,5.1920438957476,1
Jonathan Glazer,6.3,6.565464502442153,6.1918918042357225,1
Josh Cooley,7.8,7.724347999203663,7.670293794373645,1
Josh Lawson,7.1,6.546643109540637,7.006902513632132,1
Josh Mond,7.1,6.675278893351183,6.633699633699635,1
Josh Reed,4.9,5.43955857385399,4.935017626321975,1
Josh Schwartz,5.4,5.5287332646755925,5.2772320049428485,1
Josh Stolberg,3.6,4.76551724137931,3.8297362110311757,1
Jorge Dorado,6.5,6.18245665589186,6.341923172654112,1
Jordan Rubin,4.8,5.359163256025466,4.736256657995788,1
Joon-ik Lee,8.3,6.559608411892676,7.383795881826321,1
Jonás Cuarón,6.0,5.9,5.942616679418516,1
Jong-woo Park,6.7,6.088194921070693,6.336688121708601,1
Jong-bin Yoon,7.1,6.381875393329138,6.678615574783684,1
Jong-Yeol Baek,7.4,6.422164276401565,6.774375821287778,1
Jonathan del Val,6.5,6.32619926199262,6.3631287858835925,1
Jonathan Watson,5.7,5.9,5.628943560057887,1
Jonathan Sobol,6.3,6.202983264613146,6.256114686951434,1
Jonathan Newman,5.5,5.801522842639594,5.406326422115896,1
Jonathan Mostow,5.6,5.797228974234322,5.46544502617801,1
Jonathan Lynn,6.8,6.725113676110528,6.75201116830992,1
Jonathan Kasdan,6.8,6.671813132032474,6.6663231629285375,1
Jonathan Jakubowicz,6.6,6.236494440810988,6.480143827407111,1
Jonathan Hensleigh,7.1,6.951613701001607,7.048042308406012,1
Jonathan Helpert,4.7,5.073088381330685,4.771710290426676,1
Kevin Reynolds,6.3,6.613972715998346,6.0649553180304885,1
Khurram H. Alavi,7.9,7.358344955834496,7.1622255582660905,1
Fenar Ahmad,6.6,5.973014517506405,6.38468899521531,1
Mahiro Maeda,7.0,6.523076923076923,6.673798303487276,1
Macon Blair,6.9,6.943770342403332,6.751050195799216,1
Madeleine Sami,5.9,6.046514575411914,5.84175888177053,1
Madhu C. Narayanan,8.6,6.722090729783037,7.583550045358331,1
Madonna,6.3,5.9,6.128977272727273,1
Maggie Carey,5.8,6.161280330407847,5.605533115697449,1
Mahesh Bhatt,1.0,2.636983669548511,1.7257652020133316,1
Mahmood Farooqui,7.4,6.535390496996177,7.241639156021243,1
Mani Ratnam,7.3,6.366230186078567,6.480415667466027,1
Maja Milos,5.7,5.798953662182362,5.7,1
Majid Majidi,7.5,5.954545454545454,6.816858237547892,1
Makoto Kamiya,6.5,6.243847595252967,6.332782792394854,1
Malcolm Venville,6.0,5.969660194174757,5.977370445802218,1
Malgorzata Szumowska,5.6,5.863856960408684,5.619477989871445,1
Malik Bader,5.6,5.775644028103045,5.554421768707483,1
Mac Carter,5.2,5.6106149957877,5.1475548060708265,1
Mabrouk El Mechri,4.9,5.103541624262162,4.9394127500246325,1
Maarten Treurniet,6.5,5.9,6.3244844229925405,1
M.J. Bassett,5.0,5.004712041884817,4.926906131234655,1
M. Manikandan,8.4,6.390353697749196,7.428686327077749,1
László Nemes,7.5,7.294868332207968,7.332203389830509,1
Lulu Wang,7.6,7.506514027732989,7.396936730604065,1
Luke Sparke,5.0,5.329100529100529,4.848306997742664,1
Luke Snellin,5.8,5.774432452549311,5.699999999999999,1
Luke Scott,5.8,5.9,5.699999999999999,1
Lukasz Palkowski,7.7,6.130682800345722,7.189795918367348,1
Lukas Moodysson,7.2,6.828013439731206,6.890073474284,1
Lukas Dhont,7.1,5.981936245572609,6.985223367697594,1
Luis Prieto,5.9,5.9,5.79316379546076,1
Luis Ortega,7.0,6.1862241256245545,6.672727272727272,1
Luis Estrada,7.8,6.80886802295253,7.297585513078472,1
Lucía Puenzo,6.7,6.25483870967742,6.4972013790306224,1
Mandie Fletcher,5.4,5.9,5.360015003750938,1
Manuel Carballo,5.9,5.959349593495935,5.780252764612954,1
Lucile Hadzihalilovic,5.9,5.951219512195122,5.775833736104398,1
Mark Palansky,6.2,6.169918699186992,5.961225281116712,1
Mark Davis,5.8,5.799900099900101,5.787161381435357,1
Mark Dennis,6.3,6.27934362934363,6.244837730992001,1
Mark Elijah Rosenberg,4.8,5.428212450028555,5.046279027244469,1
Mark Kassen,6.8,6.693089178564039,6.7183855171390405,1
Mark Mylod,6.1,6.082956966340008,5.894527594604209,1
Mark Osborne,7.7,7.407221860767729,7.526245099180932,1
Mark Pellington,6.0,5.835855145213339,5.984626478223247,1
Manuel Sicilia,6.0,5.9,5.927307971892416,1
Mark Romanek,7.1,7.127681352914998,7.081856354163966,1
Mark Roper,6.3,5.9,6.008508691674291,1
Mark Tonderai,5.6,5.5285836787194516,5.506207902660086,1
Mark Williams,6.5,6.102566633761105,6.278850813430253,1
Markus Goller,6.5,5.974468085106384,6.324330259112868,1
Marti Noxon,6.8,6.68508489146787,6.640187810275735,1
Mark Cullen,5.3,5.5908396946564896,5.252039966694421,1
Mark Burton,7.3,7.112368168744008,7.217072665077226,1
Mark Andrews,7.1,7.076436397910694,7.091168529686357,1
Marius Holst,7.5,6.9378074490513,7.34679547195506,1
Marius A. Markevicius,6.6,6.036363636363636,6.268048709770948,1
Mario Van Peebles,5.2,5.530769230769231,5.204566050888811,1
Mario Miscione,6.0,6.068,5.984402620359779,1
Mariano Cohn,7.5,6.312255257432923,7.12344232959167,1
Margarethe von Trotta,7.1,6.465750528541227,6.9058252427184454,1
Maren Ade,7.4,6.955427024366232,7.334324898589918,1
Marcus Baldini,6.1,5.976951672862453,6.0195494770716005,1
Marcos Efron,5.2,5.468067226890756,5.155509297807382,1
Marco Bellocchio,7.1,6.1440583738707435,6.710467706013363,1
Marc Turtletaub,6.7,6.429411764705883,6.3464788732394375,1
Marc Silverstein,5.5,5.370036185362437,5.510990822663076,1
Marc Furmie,5.4,5.781799591002045,5.407642626480086,1
Marc Abraham,5.7,5.838714672861014,5.6307503075030745,1
Lucrecia Martel,6.8,6.290084985835694,6.50682302771855,1
Lucia Aniello,5.2,5.295693779904307,5.129236916479875,1
Ki-duk Kim,7.2,6.4652406417112305,7.030814346943379,1
Kyle Patrick Alvarez,6.9,6.8389929742388755,6.7315409509584265,1
Kristian Levring,6.7,6.611083123425693,6.652056764790489,1
Kristin Hanggi,5.5,5.7528273051451855,5.4645855758880515,1
Kristoffer Nyholm,5.8,5.9,5.7859491358718556,1
Kunal Deshmukh,6.1,5.918566775244301,5.8365884590995565,1
Kunihiko Yuyama,6.3,6.005447470817121,6.038813668600902,1
Kyle Newman,5.4,5.6157407407407405,5.249563838223632,1
Károly Ujj Mészáros,7.6,6.201960784313726,7.175909254591286,1
Laura Terruso,6.1,6.0116760828625235,5.907493061979648,1
LP,5.2,5.599550673989016,5.197572678521028,1
Ladj Ly,7.6,6.5970315398886825,7.374346793349169,1
Lake Bell,6.7,6.782504993537775,6.5409874762310665,1
Lars Gmehling,6.6,5.950655021834062,6.3017348203221815,1
Larysa Kondracki,7.1,6.869938650306748,7.027697154366575,1
Laura Lau,5.2,5.382724389907625,5.250327126321087,1
Krishna D.K.,6.6,6.121689785624213,6.364704887535938,1
Kresten Vestbjerg Andersen,6.6,6.038562091503268,6.500464499004645,1
Kornél Mundruczó,6.9,6.522783855149001,6.681158167675021,1
Kogonada,7.2,6.892904914219249,6.903866629307929,1
Klim Shipenko,7.2,6.281272084805654,6.96310802274163,1
Klay Hall,5.7,5.645669051606028,5.7,1
Kitty Green,6.1,6.026847110460864,5.9987854251012145,1
Kirk DeMicco,7.2,6.952256944444445,7.181713784149508,1
Kirill Serebrennikov,7.3,6.023431294678316,6.897078821455553,1
Kiran Rao,7.0,6.458394879369768,6.8224043715847,1
Kimo Stamboel,6.3,6.288057040998217,6.129228591648974,1
Kimble Rendall,5.2,5.628246232766912,5.16325110689437,1
Kimberly Peirce,5.9,5.994912494912495,5.798356506590409,1
Kim Farrant,5.2,5.469515011547344,5.291491308325709,1
Kim Chapiron,7.0,6.611400651465798,6.727039492649178,1
Kiké Maíllo,6.7,6.27460595446585,6.469678540399652,1
Kiah Roache-Turner,6.2,6.252114758947058,6.055908289241622,1
Laura Obiols,7.9,7.250898203592814,7.728965260629842,1
Laure de Clermont-Tonnerre,6.9,6.629411764705882,6.56550842037945,1
Luca Miniero,6.5,5.9,6.359278803869833,1
Liv Ullmann,5.4,5.638791643139469,5.556899004267426,1
Levan Gabriadze,5.5,5.537202380952381,5.603507664246378,1
Liam Gavin,6.2,6.252245862884161,6.0433267214508355,1
Liam O'Donnell,5.3,5.625509883903358,5.252932458183359,1
Lilly Wachowski,5.3,5.4228644594841775,5.304919746633049,1
Lisa Azuelos,4.4,4.114795383001049,4.167604681624202,1
Lisa Cholodenko,7.0,7.054056434013553,6.980896399706098,1
Liz Garbus,6.1,5.961715160796325,5.958223088706309,1
Lauren Miller Rogen,6.1,6.195287958115183,5.963890226287915,1
Liz W. Garcia,5.6,5.67276255154014,5.613823610727122,1
Logan Miller,6.2,6.059878561419898,5.999421674629117,1
Lokesh Kanagaraj,8.5,6.736482084690554,7.407355738744451,1
Lorcan Finnegan,5.8,5.820345879959308,5.7922088040514215,1
Louis Clichy,6.9,6.0769470404984425,6.752561739771472,1
Lowell Dean,5.5,5.838535645472062,5.40866612333605,1
Levan Bakhia,4.9,5.400751126690036,5.035171152338647,1
Lev L. Spiro,5.8,5.773855243722305,5.614378145219266,1
Leos Carax,7.1,7.063473559722926,6.9475848721877265,1
Leo Zhang,5.2,5.551467268623025,5.224507159161652,1
Lennart Ruff,4.8,5.126551880380608,4.87036197326245,1
Lena Dunham,6.2,6.061210240496509,6.128774928774929,1
Len Wiseman,6.3,6.093783800584323,6.1959137640770825,1
Leigh Janiak,5.7,5.981149858623939,5.608116883116883,1
Lee Tamahori,7.1,6.970172022070756,7.059877339294414,1
Lee Sternthal,7.0,6.61957374082638,6.965941839140687,1
Lee Kirk,6.7,6.545977984758679,6.419349658771577,1
Lee Cronin,5.7,5.9,5.61355748373102,1
Laxman Utekar,6.3,6.006949806949807,6.053113983548767,1
Lawrence Silverstein,3.6,5.0655577299412915,4.028930817610062,1
Lawrence Sher,5.5,5.521713729308666,5.525425883549453,1
Lawrence Kasanoff,1.5,3.0298442593263313,2.8861386138613865,1
Laurent Bouhnik,5.5,5.805479452054794,5.544140366365041,1
John Andreas Andersen,6.2,6.051088985687617,6.031058255773871,1
Johannes Stjärne Nilsson,7.2,6.613011542497377,6.884183752119624,1
Joey Stewart,5.4,5.68123476848091,5.282685629237639,1
Gábor Herendi,7.4,6.014336917562724,6.854813578185865,1
Guillem Morales,6.7,6.437187910643889,6.55593419506463,1
Gustav Möller,7.5,7.01588502269289,7.420979849861714,1
Gustavo Taretto,7.5,6.507405434203516,7.30411361410382,1
Guy Jenkin,6.9,6.468779646399311,6.705270409920772,1
Guy Moshe,6.2,6.205793688177107,6.065820729727419,1
Guy Nattiv,7.0,6.530115335326784,6.6884344146685475,1
Géla Babluani,6.1,5.9781372977700045,6.084986112153741,1
Hannes Holm,7.7,7.360490400185057,7.523464249748238,1
Gökhan Gök,1.0,4.5833091436865026,1.3931990566639048,1
H. Vinoth,8.2,6.770491803278689,7.379552198543297,1
Hadi Hajaig,6.3,6.17718759594719,6.162538398141905,1
Hallie Meyers-Shyer,5.8,5.820056157240273,5.7,1
Haneef Adeni,7.3,7.212027491408934,6.466473988439307,1
Hang-jun Jang,7.4,6.669005847953217,7.084453724909066,1
Guillaume Pierret,6.2,5.928876244665718,6.063574351978172,1
Grímur Hákonarson,7.3,6.52221063607925,7.107853969016452,1
Grégory Levasseur,4.6,5.0040283759817585,4.692600387237983,1
Gren Wells,7.1,6.65995599559956,6.82508073196986,1
Gregory Jacobs,5.6,5.812532898859506,5.508803591865481,1
Gregor Jordan,7.1,6.897741005856651,7.0736341550688335,1
Greg Strause,4.4,4.499555319572576,4.4264147109621055,1
Greg Francis,6.3,5.940227136879857,6.105105333080282,1
Grant Sputore,6.7,6.689080601429628,6.669314799472215,1
Grant Harvey,5.7,5.9,5.62210433244916,1
Graham Annable,6.8,6.700684175678658,6.75596653456627,1
