duration,weighted_average_vote,weighted_non_us_voters_rating,weighted_us_voters_rating
88,6.5,5.8187500000000005,5.9
109,6.7,5.794991055456172,5.957195914577531
89,6.9,5.805109489051095,5.943672692673644
119,5.3,5.3329109758104325,5.326926563916592
94,4.0,5.127830832196453,5.6853470437018
88,6.5,5.773553719008264,5.911701081612586
94,5.4,5.65056967572305,5.87509881422925
130,7.5,5.888811188811189,5.920710059171599
75,7.1,6.079761015683347,5.964029438822447
72,7.0,5.932676518883415,5.935863377609108
122,7.8,7.620082248115147,7.134850863422293
84,6.0,5.744236760124611,5.907135777998018
90,5.6,5.680898876404494,5.9020979020979025
84,5.8,5.7307952622673435,5.896524329692155
99,6.0,5.746860643185299,5.914271555996036
109,6.3,5.763327370304115,5.903729146221786
124,7.2,6.688881069669248,7.126861241652238
103,6.5,6.302273850716757,5.9
95,5.3,5.670713623725672,5.908730158730159
98,5.3,5.630292598967298,5.871057513914657
97,5.0,5.620591039084843,5.929961089494164
106,5.7,5.699999999999999,5.7159146972228845
91,2.5,5.457486136783734,5.665064695009242
118,6.8,6.080037197768134,5.945794392523365
108,6.7,6.2848899958489,6.01923076923077
90,6.9,5.840506329113924,6.079497907949791
88,5.2,5.646965452847806,5.86350710900474
88,6.4,5.762171628721542,5.938820171265461
100,6.9,5.811680143755615,5.890207715133532
86,3.8,5.388772845953003,5.875945683802135
88,4.6,5.280272108843537,5.654180602006689
91,4.3,5.528609388839682,5.868451801363194
90,4.1,5.5769944341372915,5.848884578079535
91,6.8,5.85,5.9365853658536585
92,3.8,5.262820512820513,5.755307262569833
86,3.5,5.541509433962264,5.88235294117647
88,4.2,5.518705035971223,5.870038910505837
104,4.7,5.5590235396687016,5.882261208576998
95,6.3,5.690416263310746,5.935912129894938
82,7.2,6.0572878897752,6.2421383647798745
88,5.9,5.719168173598554,5.9054726368159205
93,4.6,5.5865248226950355,5.73214920071048
94,5.3,5.573692077727952,5.862237762237762
106,5.0,5.4930318754633065,5.71633281972265
104,5.8,5.710703953712633,5.881037277147488
81,4.9,5.627966881324747,5.880626223091976
132,6.5,6.430579659840333,6.342660550458716
110,3.7,5.539926402943882,5.888667992047714
90,5.4,5.7,5.882778864970646
99,7.0,5.802104300091491,5.92512315270936
95,7.5,7.288409545080521,6.924592769169648
174,8.1,7.891901500043353,7.062422360248447
84,3.0,5.408960573476702,5.8876591576885415
90,5.9,5.710606060606061,5.912195121951219
83,5.7,5.686046511627906,5.892936802973978
66,6.9,6.094630872483222,5.997265268915224
93,5.7,5.700000000000001,5.894073377234243
83,7.0,5.847517730496454,5.907753479125249
154,6.0,5.748599545798638,5.917738791423002
91,5.5,5.478760829614073,5.783823529411765
86,5.7,5.693984962406016,5.907389162561577
91,3.3,5.2784810126582276,5.843946615824595
120,5.0,5.329326620516048,5.9
110,4.3,5.09442601194426,5.862463907603465
130,6.6,5.871844660194175,5.927237354085603
95,7.4,6.852319587628867,6.020492524186455
71,4.6,5.662068965517242,5.79811320754717
81,7.1,6.066789667896678,5.918387413962636
94,6.0,5.843178254051229,5.91549815498155
80,6.3,5.777351916376307,5.948529411764706
72,7.3,6.355715045188729,6.564874342489772
93,6.9,5.867796610169491,5.966165413533835
92,5.3,5.672589792060492,5.915068493150685
106,4.9,5.526959247648903,5.7519967400163
100,7.0,5.969811320754718,6.3858179787828036
91,6.5,5.8025283347864,5.8794846382557
169,5.0,5.494353640416048,5.814553990610329
144,6.7,5.781073703366697,5.91875
116,6.9,5.869072164948453,5.904187437686939
99,6.3,5.761311172668513,5.899401794616152
111,7.2,7.1853269163047315,7.150313407735821
91,3.9,4.2035683942226,4.416795865633075
98,5.8,5.755947136563877,5.9
93,6.5,5.816710182767625,5.910964083175804
115,6.1,5.721448467966574,5.890547263681593
87,6.9,5.92280701754386,5.939458413926499
85,3.9,5.577401129943502,5.824137931034483
105,6.3,5.800957701516361,5.9902036857419985
96,6.5,6.146017699115044,6.323891987085412
85,3.7,5.394871794871794,5.819061583577713
100,5.7,5.601862995323882,5.519284543438434
104,7.4,5.825345622119816,5.987712665406428
96,5.4,5.587150035893754,5.903536345776033
102,6.5,5.8967871485943775,5.893050193050193
115,3.9,5.443739279588336,5.8880952380952385
82,6.3,5.74954954954955,5.904305283757338
90,7.8,6.888145896656535,5.988751191611058
88,5.8,5.66872852233677,5.964705882352941
102,8.0,7.7311199438859015,6.395652173913044
130,5.9,5.827667269439422,5.9
104,7.2,5.848538529672276,5.946511627906977
140,7.5,6.369346733668342,6.115283842794761
93,4.7,5.614760147601476,5.898101898101899
86,7.1,6.154054054054054,5.998071625344353
85,6.6,5.747511312217195,5.903968253968254
116,4.2,5.530967169476487,5.895104895104896
85,6.5,5.765381083562902,5.899201596806387
110,6.7,5.954843517138599,5.911187438665358
85,7.6,6.680348499515973,6.614492753623189
83,7.1,5.886986301369863,5.934146341463414
85,6.2,5.742543458371454,5.8940357852882705
96,6.2,5.726277372262774,5.928416912487709
88,6.8,5.776404494382022,5.9234375
89,6.9,5.823766816143499,5.910880316518299
77,6.5,5.7635687732342005,5.903980099502488
87,2.8,5.340937223695844,5.600361336946703
94,3.7,5.15440414507772,5.464945226917059
93,6.1,5.712734082397003,5.924011039558418
96,5.9,5.735938500960923,5.877625122669284
103,4.5,5.54014401440144,5.898205383848455
105,6.7,5.868744804655029,5.900793650793651
89,7.1,5.81602787456446,6.0425339366515844
84,5.3,5.635453695042096,5.878592092574735
91,7.1,5.753731343283582,5.971726755218216
92,6.8,5.756617647058824,5.907646474677259
86,7.2,5.835226264418811,5.9172962226640164
95,6.8,6.590156428843953,5.9693367786391045
96,4.9,5.590861159929702,5.908366533864542
88,5.3,5.629184549356223,5.8970178926441355
88,2.2,4.459628074385123,3.7433179723502303
78,6.3,5.733146591970122,5.90472440944882
101,8.7,8.374514484105458,6.443016759776537
92,5.2,5.433704115684093,5.719674670797831
56,6.9,5.775785582255084,5.93680623174294
85,7.0,5.8769820971867,5.9322896281800395
92,6.9,5.846029035012809,6.0475177304964545
91,3.9,5.317322834645669,5.642178046672429
101,6.4,5.777777777777778,5.882926829268293
91,4.6,5.484313725490196,5.707556675062972
104,6.9,6.18132733408324,6.162223914699163
94,6.8,6.240296866410116,5.876497695852534
94,4.4,5.6245033112582785,5.824501424501425
84,6.5,5.8028343666961915,5.901783944499505
89,7.2,5.828428701180744,5.895209580838323
95,5.4,5.678731009830205,5.891633466135458
93,5.4,5.654959053685168,5.892492781520693
98,7.4,6.755083459787557,6.012598425196851
102,6.7,5.757492931196984,5.9439550140581074
90,5.9,5.739357429718876,5.889105058365759
93,2.7,5.043720190779014,4.873498233215548
104,6.8,5.800738007380074,5.900199600798403
85,5.7,5.7,5.905258033106135
108,5.0,5.494795539033457,5.8725190839694665
97,3.9,5.546860782529572,5.89641076769691
90,4.8,5.595755968169762,5.835453695042096
107,4.5,5.643946615824595,5.7791044776119405
100,5.3,5.680373831775701,5.901587301587302
147,7.1,5.899237933954276,5.946360153256705
85,5.6,5.686355785837651,5.903578528827039
80,7.2,6.0210231814548365,5.90802775024777
142,7.0,5.81738746690203,5.954913294797689
93,6.2,5.7584837545126355,5.88780487804878
93,7.0,6.412393336042259,6.3125984251968505
85,2.4,3.7418999151823575,3.8638186923385485
87,3.9,5.565201465201465,5.888334995014955
91,5.3,5.671402042711235,5.9000999000999
90,6.9,6.070124481327801,5.9295566502463055
106,6.9,5.997259311314125,6.2557510148849795
90,5.5,5.665486725663717,5.882815356489946
95,7.0,6.026001456664239,6.1318074191002365
80,5.8,5.693984962406016,5.903288201160542
84,6.0,5.7,5.921407907425266
83,5.7,5.7,5.901195219123506
85,7.4,6.259825620389002,5.906256206554121
88,6.7,5.748525214081827,5.941486359360301
84,4.0,5.566968325791856,5.838582677165355
90,5.1,5.66980056980057,5.852272727272728
119,8.2,6.574085554866708,6.13614248479583
84,6.8,5.921405750798723,5.918496538081109
115,7.1,5.920136518771332,5.9433395872420265
100,6.5,5.8022203245089665,5.908910891089109
86,6.3,5.820766773162941,5.978197908286404
107,6.7,5.7723562152133585,5.930409356725146
84,6.5,5.742105263157895,5.926386233269598
91,6.6,5.757798165137615,5.923622047244095
116,7.3,6.296865203761756,6.343715846994535
90,7.0,6.003139013452915,6.151383399209487
88,7.0,6.051943462897526,6.215696389093589
97,5.2,5.636681222707424,5.8930348258706475
101,6.8,5.754820415879017,5.9
80,3.7,5.30836820083682,5.841666666666668
97,5.2,5.646428571428571,5.899401794616152
95,5.1,5.520408163265306,5.736363636363636
65,6.3,5.760730593607305,5.9
103,5.8,5.7215686274509805,5.9017681728880165
88,6.6,5.798108340498711,5.906281156530409
69,6.6,5.853976311336718,5.91941008563273
86,6.0,5.722537710736469,5.90467111534795
115,7.1,5.958333333333334,5.896711798839459
74,5.4,5.705926622765757,5.891159135559922
80,2.9,4.72156334231806,5.188217967599412
97,5.6,5.7,5.8991008991009
99,5.0,5.643478260869566,5.847867298578199
81,6.3,5.738202247191011,5.908366533864542
105,4.8,5.598472596585804,5.881188118811881
128,7.0,5.820863309352518,5.914173228346457
89,6.2,6.129716052853529,5.838985406532315
100,6.4,5.763327370304115,5.904496578690127
94,5.5,5.461538461538462,5.67880220646178
109,6.1,5.7112688553682345,5.914285714285715
97,7.2,5.982467532467532,5.962846227316142
66,6.7,5.805648720211827,5.942095053346266
86,6.6,5.992285916489738,5.913618677042802
110,7.4,6.120928518791452,6.13130881094953
82,6.9,5.85,5.902982107355865
85,2.4,5.50188679245283,5.727962085308057
105,6.3,6.26771068776235,6.1745460716103855
102,6.5,5.765942028985508,5.9020979020979025
101,6.2,5.769694467382328,5.9392523364485985
76,1.3,5.257709648331831,5.4
90,5.9,5.706716417910448,5.9083748753738785
81,4.8,5.638007380073802,5.870588235294117
90,7.6,7.184971603320227,6.305914718019258
95,2.8,5.445235892691952,5.687673772011122
143,7.4,6.308857509627728,6.15724937862469
95,5.6,5.7,5.882149362477231
91,5.5,5.4915192190359985,5.73986013986014
78,6.3,5.735559736594544,5.90873786407767
108,7.1,5.886032233307752,6.538302502720349
90,4.3,5.513427561837456,5.84348641049672
100,6.9,5.968229587712207,5.917738791423002
119,6.7,6.534919372333501,6.806864114743411
90,6.9,5.922106943335994,5.970037453183521
111,6.2,5.7193638914873715,5.914013346043851
111,4.5,5.474380165289256,5.879841897233202
98,6.3,5.8307692307692305,5.993388429752066
103,6.0,5.7275204359673015,5.9
80,5.5,5.677619893428064,5.883218842001963
89,6.3,5.769336778639104,5.8876591576885415
92,6.1,5.753694581280788,5.929268292682926
98,6.2,5.709160305343512,5.933699633699634
71,3.2,5.511940298507463,5.8625
85,5.7,5.722735674676525,5.898203592814371
119,6.6,5.7955094991364415,5.932355723746452
95,5.4,5.616957210776546,5.893743793445879
138,6.6,5.767136150234742,5.903264094955491
75,6.4,5.742896935933148,5.92109375
106,6.6,5.893479909021987,5.9015748031496065
133,6.8,5.761913696060038,5.911111111111111
90,4.6,5.569162995594714,5.620896717373899
127,7.6,7.485420379070144,7.470881560748344
129,7.2,7.172587719298246,7.038166640902767
114,6.5,5.765381083562902,5.9015748031496065
96,6.7,5.761230195712955,5.9243902439024385
96,5.5,5.623048327137546,5.861681487469685
96,5.0,5.4939123979213065,5.880670611439843
89,7.3,7.147618382455651,7.1840771714829845
97,5.0,5.579470198675496,5.81374321880651
106,7.4,7.278197320341048,6.824133242692046
85,3.9,5.196032329169729,5.6075376884422115
100,6.5,5.76247723132969,5.900995024875622
144,7.1,5.8382484361036635,5.97474081055608
125,7.1,5.806323396567299,5.912871287128713
111,7.5,7.253851444291609,7.517277433763069
91,6.8,5.834995843724023,6.014659685863874
100,6.6,6.032710280373832,6.156521739130435
137,4.6,5.434597875569044,5.765201465201465
84,4.4,5.103208556149733,5.47269800386349
90,6.1,5.808783783783785,5.909302325581396
156,5.0,5.605797101449276,5.889863547758285
100,3.6,4.466608084358524,4.454409473356185
96,5.5,5.6773584905660375,5.895121951219512
90,6.9,6.204406364749082,5.92153110047847
97,6.9,5.771119473189088,5.931007751937985
83,5.6,5.680775444264944,5.9019801980198014
87,5.2,5.6690036900369005,5.895209580838323
95,5.0,5.584261501210654,5.743396226415094
120,6.9,5.825686448184234,5.932947976878613
100,4.8,5.596760443307757,5.725641025641026
91,6.8,6.322136461870947,6.649549549549549
169,7.1,5.782771535580524,5.920792079207921
93,4.1,5.56046511627907,5.831966449207829
82,6.4,5.789179755671903,5.895617529880478
97,7.1,5.782230623818526,5.946360153256705
115,6.3,5.738374291115313,5.894632206759444
97,7.6,6.900956585724797,6.756109071840587
130,6.7,5.75014164305949,5.91044776119403
89,6.7,5.768975069252077,5.950649350649351
109,7.1,5.791588785046729,5.924513618677043
135,7.5,7.186136620958612,7.189471142236174
80,6.3,5.7805369127516775,5.992307692307693
116,5.8,5.749924887330996,5.921996879875195
92,5.5,5.73065198983912,5.861665053242982
118,6.5,5.837751004016065,5.950046425255339
88,6.7,5.758091674462114,5.902392821535394
72,3.9,5.351351351351351,5.729916123019572
93,6.1,6.170386164416016,5.817761989342807
84,5.0,5.606585788561525,5.898412698412699
96,4.7,5.592779783393502,5.818267419962335
95,2.8,4.852906976744186,5.557031924072477
108,7.1,5.815826702033599,6.132478632478632
80,7.5,6.0232365145228215,5.930067895247333
77,6.6,5.774074074074074,5.898619329388561
94,4.0,4.666936514699617,5.22107969151671
80,4.4,5.592960462873674,5.892678227360309
92,6.2,5.72997299729973,5.93660797034291
94,4.7,5.198504486540379,5.324059075750357
88,6.3,5.717514124293785,5.902392821535394
100,7.2,5.939137645107795,5.982492863939106
93,4.5,5.609302325581395,5.866275659824047
90,5.0,5.665550239234451,5.881231953801732
115,6.9,6.246376811594203,5.902534113060429
92,5.4,5.636134453781512,5.903578528827039
94,6.6,6.488820259419395,6.451937984496125
108,6.5,5.906087602078693,5.909705042816365
93,3.3,5.546502835538753,5.78789323164919
94,5.4,5.435059016010284,5.434168157423971
70,5.3,5.686507936507937,5.860224089635854
61,6.7,5.723809523809524,5.940307101727448
77,1.6,5.498473282442749,5.758490566037736
73,6.5,5.745182413470533,5.914229249011858
114,5.2,5.132896540380503,5.200150225338007
101,6.5,5.867100977198698,5.9078770413064365
112,5.4,5.646735143066765,5.690841949778434
145,7.9,5.938297872340426,5.897205588822355
85,5.1,5.4523809523809526,5.629711479435237
96,8.0,6.06819317235637,5.942349457058243
83,4.3,5.5814814814814815,5.8965174129353235
101,6.6,5.832777314428691,5.948818897637795
95,6.8,5.7723562152133585,5.903578528827039
111,6.4,5.880326651818856,5.9015748031496065
80,6.2,5.789199689199689,5.943175735950045
100,5.6,5.689525514771709,5.9023904382470125
78,5.8,5.7,5.897465886939571
80,6.8,6.172862029646522,5.959663865546219
85,6.5,5.741340782122905,5.915099715099715
130,6.9,6.0040520984081045,5.9
80,6.1,5.750045829514207,5.902392821535394
95,5.2,5.665116279069768,5.898203592814371
97,5.3,5.236221385105766,5.479744816586923
111,6.8,5.7,6.682484076433122
86,4.7,5.60090991810737,5.834567901234569
56,5.6,5.683877159309022,5.8792114695340505
102,5.5,5.679850746268657,5.9000999000999
90,5.6,5.693370681605976,5.894477317554242
135,7.2,5.823957409050577,6.030841121495327
80,7.1,6.74655390053017,6.428859060402685
79,7.2,5.71203007518797,6.069565217391306
124,6.9,5.786181139122316,5.926290165530672
98,7.0,5.80990099009901,5.9473581213307245
98,7.0,5.815044247787611,5.952580331061344
82,3.9,5.64313725490196,5.822953904045155
151,6.6,5.8221261884183235,5.9187680461982675
84,5.7,5.710313901345292,5.901192842942346
89,6.3,5.732892249527411,5.913489736070382
105,5.7,5.647619047619047,5.9
116,4.4,5.61010101010101,5.857142857142858
88,4.2,5.452263374485597,5.884158415841584
90,5.6,5.675735294117647,5.895566502463055
92,5.0,5.5919017288444035,5.861990950226245
75,6.9,5.7371482176360225,5.96588693957115
91,7.3,6.818796992481203,5.9988606485539
99,4.2,5.664818355640535,5.776190476190477
98,6.0,5.797176656596742,6.091753257463301
81,3.7,5.594330400782014,5.8319148936170215
88,5.7,5.7,5.616682422287717
118,6.3,5.877762139338494,5.892307692307693
88,4.9,5.471428571428572,5.8953125
82,5.6,5.521896211955331,5.608215297450426
119,6.2,5.889665318131666,5.919771863117871
146,6.5,5.7955094991364415,5.9069033530572
90,6.3,5.739170506912442,5.902982107355865
122,4.6,4.719513255106476,4.8564608404024465
112,8.8,7.49802603947921,5.951052150045746
170,5.0,5.679589934762349,5.859882005899705
90,5.9,5.7,5.9
96,2.9,4.457469244288225,4.231557922769641
93,6.2,5.740441176470588,5.911241446725318
127,7.0,5.92055602358888,5.898039215686274
95,7.1,5.8261392949269135,6.205355776587606
85,4.1,4.564630225080386,4.8816705336426915
94,4.1,5.444350042480884,5.905351833498514
91,6.4,5.7444444444444445,5.904187437686939
97,6.1,5.774292897548712,5.9
94,6.5,5.750649350649351,5.961284230406044
102,8.1,6.284862043251305,5.908610567514677
92,3.6,5.573563218390805,5.790359168241967
95,4.4,5.573626373626373,5.896207584830339
118,7.2,6.256010069225928,5.953339604891816
90,6.9,5.823957409050577,5.938011695906432
96,6.5,6.265258215962442,6.087912087912088
90,6.6,5.885714285714285,5.920272904483431
103,4.8,5.59753320683112,5.882220131702728
95,6.6,5.831356620633631,5.904113614103821
110,5.5,5.622699386503068,5.896711798839459
101,7.1,6.935700035207134,6.868198060234814
96,5.3,5.689928057553956,5.856676272814601
100,4.5,5.22855321861058,5.850387596899226
99,5.3,5.65650623885918,5.876338851022395
113,6.5,5.75595026642984,5.9202346041055725
138,4.6,5.42089552238806,5.80132325141777
90,6.2,5.707063197026022,5.928346456692914
104,7.2,6.9885835095137425,6.671114727420668
140,5.1,5.65056967572305,5.834615384615385
52,6.9,5.756053384175405,5.921965317919076
144,6.0,5.827784156142364,5.870270270270271
92,3.2,5.143589743589744,5.711594202898551
93,6.4,5.74995499549955,5.903585657370518
91,6.0,5.751243781094528,5.898216055500496
110,6.7,5.93896499238965,5.911549851924976
94,6.3,5.830450849963045,6.149549549549549
89,5.9,5.7375,5.950234301780694
92,8.0,6.242933537051185,5.87560975609756
90,5.1,5.584345594525235,5.910894941634242
84,5.7,5.6747943156320115,5.9
90,6.9,5.78989898989899,5.920689655172414
93,5.2,5.687265917602995,5.803605980650835
135,6.4,5.8092827004219405,5.898522167487685
112,7.2,6.181364829396325,6.0467756584922805
93,4.5,5.652408477842004,5.851351351351352
95,6.2,5.8252056843679885,6.246907532149418
139,6.4,5.733962264150943,5.8999999999999995
112,6.2,6.085081863275276,6.084930681133213
97,5.1,5.634105653382762,5.830232558139535
112,7.0,5.899045967042499,5.870038910505837
90,7.2,5.814949863263446,5.9258317025440315
97,6.6,6.472472644690661,6.560213709219052
114,5.8,5.7,5.984327821710998
150,7.4,5.809523809523809,5.914597815292949
75,5.1,5.507246376811594,5.684313725490196
90,7.3,5.984462151394422,5.937216189536032
121,6.7,5.772065514103731,5.913806706114399
92,5.3,5.28220979940809,5.579340028694405
87,4.9,5.619672131147541,5.885602350636631
85,6.1,5.674833808167142,5.903096903096904
113,6.2,5.858498896247241,5.927586206896551
48,6.8,5.658536585365853,6.026548672566372
89,6.0,5.712558575445174,5.899004975124378
67,2.9,5.581992337164751,5.545792736935342
150,6.7,5.728301886792453,5.906930693069307
97,6.2,5.729972247918594,5.90281827016521
109,7.9,7.791006154360088,8.07539039778066
92,8.6,6.463636363636363,5.905447470817121
65,6.7,5.870124481327801,5.914563106796116
79,6.2,5.780519480519481,5.8970178926441355
94,6.0,5.78895800933126,5.896150049358342
87,6.7,5.804524886877829,5.903475670307845
87,6.2,5.765319865319865,6.063072776280324
100,6.5,5.801310043668122,5.894117647058823
85,4.8,5.597666068222622,5.858772770853308
98,5.9,5.763294600136706,5.904113614103821
75,6.2,5.767140319715808,5.9054726368159205
101,7.0,5.887136929460581,6.03013698630137
89,4.6,5.5701170117011705,5.895214356929213
95,7.6,5.954421768707483,6.032586367880485
153,8.1,5.950946643717728,5.969556840077072
100,6.2,6.141806331471137,6.043851768669287
160,6.2,5.981656804733728,5.874128984432913
104,5.7,5.700000000000001,5.789753320683112
105,6.8,6.116345556246116,5.915068493150685
92,7.0,5.777695167286246,5.931372549019608
109,7.1,6.521883045237219,6.852858511657617
109,5.6,5.693896713615024,5.892610837438424
85,6.1,5.7319034852546915,5.906281156530409
101,5.1,5.5608294930875575,5.815563506261181
85,5.8,5.725526075022873,5.899201596806387
101,6.1,5.748322147651006,5.910424710424711
83,1.2,5.403345724907063,5.043008994276369
90,5.6,5.653309156844969,5.909909909909911
95,4.7,5.637522768670309,5.898203592814371
77,7.1,6.009657320872274,6.083911939034716
93,6.0,5.770290964777948,5.894559841740851
87,5.8,5.662460961898812,5.984791965566716
100,6.4,5.830883502736513,5.888954635108482
100,5.2,5.555200655200656,5.881746031746032
101,6.8,6.450571791613723,6.192285916489739
127,6.4,6.392927078175995,6.2875687602946195
90,4.7,5.650485436893204,5.8098484848484855
149,6.7,5.7,5.928416912487709
96,5.2,5.5604483586869495,5.756273764258555
159,5.6,5.561595318755775,5.826757369614513
94,5.6,5.682982616651418,5.898406374501993
92,3.4,5.499816681943171,5.732833020637899
85,5.5,5.649954170485793,5.840963855421687
98,5.3,5.636672629695886,5.9141164856860815
86,2.3,5.305699020480856,4.964102564102564
96,4.6,5.365107646622123,5.776131687242799
61,5.5,5.7,5.840140845070423
170,6.3,5.823052464228935,5.924714828897339
98,5.6,5.7,5.888182720953327
146,3.4,5.0953952417498085,5.749624060150377
107,6.9,6.361053471667997,6.413855128828391
95,5.1,5.651625239005735,5.867018216682647
74,6.0,5.753694581280788,5.879113924050634
102,4.6,5.407715582450832,5.774654377880184
94,5.7,5.705838041431261,5.89296875
92,6.8,5.767136150234742,5.912871287128713
95,6.4,5.765381083562902,5.8999999999999995
120,6.8,5.902493765586035,5.923756906077348
95,6.3,5.757798165137615,5.895238095238096
86,6.0,5.712206572769953,5.911538461538462
108,5.9,5.721189591078067,5.857510729613734
99,5.2,5.1147376694831985,5.059078377313904
108,5.7,5.659665871121718,5.89296875
91,6.6,5.761313868613139,5.915079365079365
107,7.1,6.282720373613543,5.926066350710901
95,4.6,5.5393514460999125,5.811541929666367
89,5.6,5.659136822773187,5.9
120,6.8,5.741486359360302,5.915068493150685
104,8.3,8.292917866316555,8.178367600308496
112,6.6,5.77536231884058,5.905940594059405
102,4.5,5.589679715302491,5.894422310756973
79,6.7,5.804524886877829,5.904113614103821
100,6.9,6.0701001430615165,6.025473321858865
105,6.6,6.009448818897638,5.990243902439024
93,7.1,5.865619546247818,5.925073746312685
110,7.2,6.882068673166596,6.897744710532435
107,5.1,5.546448087431694,5.903578528827039
77,5.7,5.699999999999999,5.9
108,6.5,5.7792792792792795,5.902534113060429
90,6.9,6.079267535692116,6.219589141599413
80,6.2,5.71998199819982,5.940269749518305
100,6.2,5.769496021220159,5.895785440613027
77,4.3,5.65725338491296,5.7957345971563985
94,4.2,5.50427807486631,5.870588235294117
85,7.8,6.064677023712183,5.922482893450636
87,5.8,5.659013282732448,5.938374291115312
139,4.7,5.361772853185595,5.819672131147541
98,5.4,5.664767331433998,5.87878787878788
71,7.7,7.07875029253452,6.812987012987012
81,6.0,5.688731144631766,5.965420560747664
111,6.9,5.865619546247818,5.902152641878669
92,7.4,6.818405747519672,5.9773261065944
90,4.9,5.53469387755102,5.904433497536946
109,7.1,6.20232558139535,6.09402460456942
89,6.3,5.816129032258065,5.902912621359223
93,5.1,5.561421319796954,5.9
92,5.1,5.651977920883165,5.888667992047714
84,5.2,5.65045871559633,5.9023904382470125
89,5.3,5.663967242948135,5.9019900497512445
101,5.1,5.552486187845304,5.885770750988143
66,5.8,5.7153700189753325,5.8961538461538465
97,6.4,5.842682926829268,5.922546161321672
160,6.7,5.812714776632302,5.916320474777449
88,3.8,5.534862385321101,5.9054726368159205
93,5.5,5.660128102481986,5.9
126,6.9,6.677764196021781,6.963930150810748
77,5.8,5.681231953801732,5.946494464944649
135,6.4,5.948506151142355,5.963057324840764
110,6.3,6.034273772204807,5.984172661870504
76,7.1,5.7968194574368574,5.931707317073171
96,4.6,5.605936920222635,5.8763285024154595
102,5.2,5.134546292031321,5.294979647218453
99,7.3,7.167142738520302,6.7125609298837645
72,7.1,6.140438656614119,6.1899852724595
80,5.1,5.599907149489322,5.880750246791708
97,6.9,6.5313626532083635,6.117574086836664
95,6.1,5.728178694158075,5.909756097560975
81,6.1,5.7,5.955121042830541
97,6.5,5.81027801179444,5.910703666997027
93,5.9,5.889557226399332,5.824283632831472
87,5.0,5.525,5.795744680851064
113,8.4,8.394404319036713,8.485090204264202
130,6.3,6.295752964077154,6.390681377665127
108,5.9,5.81941982272361,5.8694915254237285
95,8.1,7.199586119070361,6.047430117222724
103,7.0,6.038461538461538,5.908171206225681
106,7.7,7.3312684365781715,6.890187891440501
84,5.2,5.58661800486618,5.883316782522344
100,7.0,5.811680143755615,5.904187437686939
105,6.1,5.815088529638183,5.924060150375941
165,3.3,5.254231717337715,5.813746369796709
90,5.3,5.656937799043063,5.88328611898017
105,6.8,5.866666666666667,5.919607843137255
90,5.9,5.722222222222222,5.889390962671906
90,5.3,5.648362956033677,5.900000000000001
100,6.3,6.0542997542997545,6.0870074547390844
50,6.2,5.74001839926403,5.9
96,5.6,5.669444444444444,5.842759211653814
88,5.5,5.7,5.867289719626169
89,6.7,5.8673605328892595,5.943961352657006
118,7.6,7.181810146720877,6.7700729927007295
118,6.1,5.800638977635783,5.906367041198502
103,5.3,5.117916330735465,5.429531628373988
86,5.3,5.682409177820267,5.842654028436019
100,4.9,5.602512562814071,5.7892086330935255
97,5.6,5.671673819742489,5.877619893428064
107,6.6,5.835125448028673,5.884615384615385
97,7.1,5.7909426987061,5.890196078431372
92,7.4,7.076005336382695,6.815204678362573
107,6.3,6.2867596433930615,6.377860432164365
91,2.8,5.53045923149016,5.797773475314618
75,6.2,5.74954954954955,5.903960396039603
93,6.7,5.75750452079566,5.933990147783252
111,6.7,5.795180722891566,5.9645463049579055
86,6.0,5.773737373737374,5.914634146341463
103,6.8,6.581390107935003,6.580817108203
108,6.8,6.55448798988622,6.902074245526573
110,6.7,6.413548788067121,6.557608402908699
94,5.5,5.540977443609023,5.855370985603544
96,5.2,5.606713780918728,5.862318840579711
92,6.7,5.772922502334268,5.907458292443573
98,6.1,5.794097807757167,5.9
96,6.4,5.9192307692307695,5.903288201160542
107,7.3,6.226894701542589,5.939458413926499
119,6.5,5.923215573179523,5.942961608775137
95,6.5,5.843835616438356,5.915639810426541
103,6.7,5.825874125874126,5.906349206349207
124,6.5,5.820637329286798,6.01417004048583
100,4.9,5.643494423791822,5.81731843575419
90,5.2,5.497350993377484,5.864522417153996
84,6.1,5.9692591454042425,5.9
107,7.3,6.062962962962963,6.086572438162544
109,7.2,6.035736677115988,6.841548771407298
84,6.8,6.2944852941176475,6.143065693430657
81,7.4,6.208751793400288,5.985046728971963
93,6.1,5.733570159857904,5.917779868297272
109,6.5,6.312558575445173,6.179444199382444
89,5.6,5.69009009009009,5.9
78,6.4,5.736619718309859,5.88495575221239
114,5.9,5.862539801460949,5.831585596967782
76,6.7,6.11875,6.068874172185431
140,7.0,5.837620297462817,5.932943469785575
112,5.6,5.442130750605328,5.840502227622519
85,5.4,5.643053173241853,5.86986301369863
95,6.2,5.920386169735069,6.002380952380952
175,6.6,6.139461883408072,5.93021582733813
115,6.7,6.398128103909333,6.584057971014493
90,6.7,5.8582491582491585,5.911904761904762
105,6.6,5.904482225656878,5.898135426889107
75,6.2,5.766348655680833,5.880670611439843
75,6.7,5.781073703366697,5.908993157380254
143,6.6,6.13718820861678,5.998625429553265
120,5.6,5.673722627737226,5.9325123152709365
88,1.5,4.158512599877074,4.689235337787676
100,6.7,6.277930707166588,6.08301329394387
