actors,weighted_average_vote,weighted_us_voters_rating,weighted_non_us_voters_rating,year,movies
Kulbhushan Kharbanda,6.5,6.144156872850327,6.172414603478105,2014.8,5
Rinko Kikuchi,6.340000000000001,6.308081765889517,6.219568474223973,2013.6,5
Mark Gatiss,6.58,6.6225895323781145,6.463944323405984,2017.0,5
Sarah Burns,5.739999999999999,5.907788378811457,5.734697343836442,2014.0,5
Stephanie Szostak,6.459999999999999,6.357193376639616,6.323829030758889,2012.0,5
Clemens Schick,5.779999999999999,5.719737597183611,5.732026899102676,2015.8,5
Sullivan Stapleton,6.3,6.34778479353196,6.231222798979208,2013.2,5
Miranda Otto,5.66,5.809598480408267,5.669058506958315,2016.8,5
Sayani Gupta,6.840000000000001,6.381784615906566,6.564718643168339,2017.0,5
Hank Azaria,5.8,5.648692821559008,5.7836078809456595,2011.6,5
Rupert Everett,6.540000000000001,6.388078059609659,6.437339849595801,2013.0,5
Candice Bergen,5.56,5.721435814811131,5.533370604969858,2015.0,5
Rihanna,6.44,6.340045478487578,6.287407749101826,2015.2,5
Eddie Murphy,6.659999999999999,6.46045509988375,6.54878940309429,2013.6,5
Eloise Mumford,4.779999999999999,4.960714827845367,4.6664713643063465,2015.2,5
Tom Sturridge,6.119999999999999,5.998887497270068,6.0794255724707575,2014.6,5
Craig Ferguson,7.540000000000001,7.482735188343997,7.399197219565222,2013.2,5
Miranda Richardson,6.720000000000001,6.610795410444046,6.56640744404306,2015.6,5
Angela Sarafyan,6.2,6.596021742504743,6.155995717306778,2014.4,5
Griff Furst,6.28,6.301659133940364,6.203223704739154,2014.6,5
Kenan Thompson,6.359999999999999,6.237910483077494,6.230181330430947,2017.2,5
Chase Williamson,5.82,6.379948953337096,5.6833255492377805,2014.2,5
Adrianne Palicki,5.779999999999999,5.992853299880674,5.672404515201158,2011.8,5
Nayanthara,7.279999999999999,6.32293265054177,6.487523406788055,2017.0,5
Sheila Vand,5.999999999999999,6.158937494582927,5.988065808159778,2017.0,5
Suriya,6.68,6.100015940728106,6.145331727190386,2013.4,5
Louis Herthum,5.26,5.501529320140306,5.230423896737962,2014.0,5
Sean Gunn,7.0200000000000005,7.080739857419535,6.892699186281037,2013.8,5
Maggie Q,5.58,5.723742986797944,5.523336744871327,2014.2,5
Cara Delevingne,5.8,5.881360133771023,5.826433290681303,2016.4,5
Elsa Pataky,6.92,6.832098455891066,6.748404125504339,2013.2,5
Elsie Fisher,7.1,7.098299423900228,6.981853179917539,2015.0,5
Ratna Pathak Shah,7.1,6.335622522911708,6.7372435726544095,2015.8,5
Nikki Amuka-Bird,6.359999999999999,6.093842911768169,6.21649592939727,2017.0,5
Tomas Arana,6.180000000000001,5.91452795290102,6.114272897905176,2011.8,5
Arshad Warsi,6.22,6.029567382127117,6.1788353368782865,2014.6,5
Megalyn Echikunwoke,5.88,5.91800230463255,5.775456257304368,2015.2,5
Tahar Rahim,6.68,6.2761282899123945,6.492835303995449,2014.0,5
Selma Blair,5.62,5.775363334834663,5.547771431843859,2014.2,5
Annu Kapoor,7.08,6.474693035924496,6.66025855786813,2015.8,5
Siobhan Fallon Hogan,6.640000000000001,6.422850947477625,6.564849210358022,2014.8,5
Bruce Altman,5.7,5.761433129864812,5.528457807009145,2014.8,5
Pip Torrens,6.18,6.164711122344272,6.0968301533016405,2014.0,5
Alex Manette,6.839999999999999,6.837824650211671,6.7289067675843,2012.8,5
David Schofield,6.28,6.293464984728223,6.216104243460163,2013.2,5
Rachelle Lefevre,6.299999999999999,6.3111970634768015,6.186529890032787,2012.2,5
Wendell Pierce,6.220000000000001,6.241508817796027,6.16349579462599,2015.0,5
Mira Sorvino,5.54,5.721928077274069,5.494931156884146,2016.8,5
Hiroyuki Sanada,6.58,6.499298642685164,6.4873475243030345,2014.6,5
Kathryn Newton,5.9399999999999995,5.995215050216135,5.839063445938951,2015.6,5
John Benjamin Hickey,6.640000000000001,6.4530502792974005,6.517858663967798,2016.4,5
Erin Darke,6.7,6.7588720966676945,6.526689650192607,2014.6,5
Paul Ben-Victor,6.180000000000001,6.03451499820554,6.024410753113595,2015.6,5
Callan McAuliffe,5.800000000000001,6.056577064900066,5.820977741806905,2013.0,5
Elyes Gabel,6.56,6.4718054392594695,6.426725590853207,2014.8,5
Jin Zhang,6.06,6.034811195495936,5.913644775483401,2017.0,5
Olwen Fouéré,6.44,6.34965085864873,6.316686843815764,2016.0,5
Russell Peters,5.8,6.060687201158673,5.811961610238669,2014.0,5
Lyndsy Fonseca,6.42,6.478048757707818,6.351299415544081,2011.8,5
Justin Bartha,6.08,5.9999874678284595,6.050305190106235,2012.8,5
Jacek Koman,6.239999999999999,6.004807181470078,6.128736672377292,2014.6,5
Ron Funches,6.2,6.124519705291346,6.002447434407297,2017.8,5
Emilia Clarke,6.459999999999999,6.47449043255701,6.385401905379126,2017.0,5
Louis Garrel,7.0,6.423798757640557,6.773707348835868,2016.6,5
Sophie Turner,5.720000000000001,5.87908211383738,5.690543606126938,2016.2,5
Tom Nowicki,5.6,5.789817325484425,5.599301078133797,2014.6,5
Navid Negahban,6.62,6.470726427134845,6.4679955023127125,2016.6,5
Eric Edelstein,6.26,6.384657016982747,6.107638865950551,2015.4,5
Justice Smith,6.4,6.200481962422292,6.276671953794704,2018.0,5
Vanessa Paradis,6.26,6.042950762828984,6.194072836620657,2012.2,5
Jeff Daniels,6.780000000000001,6.842950332791292,6.694043134419013,2014.4,5
Lou Taylor Pucci,6.639999999999999,6.636720135009163,6.435084229508229,2013.2,5
Shernaz Patel,6.28,6.241514770774664,6.286723870192453,2012.8,5
Richa Chadha,7.56,6.580528797982323,7.174943191165873,2014.4,5
Tommy Dewey,5.9,5.884991149814351,5.838345127132903,2015.2,5
Craig T. Nelson,6.68,6.602516504773753,6.5890792377143725,2015.6,5
Alice Krige,5.880000000000001,6.052431837559891,5.801234920524007,2015.6,5
Tommy Flanagan,6.159999999999999,6.245614645201579,6.060541573546631,2016.6,5
Ki Hong Lee,6.24,6.276601208086466,6.160385987434539,2015.8,5
Jay Pharoah,6.08,6.065736378408687,6.025882351330951,2015.2,5
O'Shea Jackson Jr.,6.840000000000001,6.903587641241922,6.691679290729121,2017.6,5
Boris Kodjoe,5.199999999999999,5.4515999046284715,5.192665629889774,2012.4,5
Julian McMahon,5.9,5.903014690575593,5.812217689293299,2012.4,5
Stephen McKinley Henderson,7.1,7.066273014445561,7.019479256322441,2014.2,5
Chris Parnell,6.5,6.485956368649459,6.395321644243498,2014.6,5
Piyush Mishra,7.7,6.741142295511376,7.40067147384971,2012.8,5
Stanley Townsend,6.739999999999999,6.447025396072751,6.607491588527933,2014.6,5
Christopher Lee,6.24,6.183983333031989,6.146797660299735,2011.6,5
William Moseley,5.459999999999999,5.758283761417661,5.494767995929893,2015.8,5
Julian Wadham,6.26,6.211940011798521,6.184072195067029,2014.8,5
Emmanuelle Chriqui,5.779999999999999,5.92861674014723,5.735326832778052,2013.0,5
Brian Tyree Henry,6.840000000000001,6.7937040692006665,6.682893894065479,2018.0,5
Amaury Nolasco,5.64,5.795029825679134,5.591947619490811,2013.6,5
Lorenza Izzo,5.5600000000000005,5.634170776068645,5.508023729450916,2015.2,5
Vinnie Jones,6.280000000000001,6.211135776130813,6.179420875405524,2012.2,5
Leonardo Sbaraglia,6.58,6.205862118897508,6.46667660548854,2017.0,5
Rufus Sewell,6.16,6.151069897193455,6.050909346908353,2013.6,5
Glynn Turman,6.040000000000001,6.221945603233583,5.968378411245592,2013.8,5
María Valverde,6.4799999999999995,6.1432636108883845,6.325860949207219,2014.0,5
Jung-jae Lee,7.08,6.53424345006304,6.7979126009761455,2013.4,5
Russell Tovey,6.359999999999999,6.295642133916117,6.257806999423915,2014.2,5
Emmanuelle Seigner,6.88,6.33852074228125,6.751442091801222,2015.8,5
John Slattery,6.959999999999999,6.961166667130215,6.862011940653704,2014.4,5
Jung-min Hwang,7.1,6.634825553643845,6.861499665977611,2014.2,5
Sai Kumar,7.125,6.150283775341873,6.31992111404573,2016.0,4
Jimmy Palumbo,6.55,6.530080177522197,6.4831520219952194,2012.5,4
Olivia Crocicchia,6.225,6.146364939245119,6.12883392114303,2013.75,4
Kim Bodnia,6.525,6.247309325881968,6.367587386632956,2012.75,4
Jim Parsons,6.6000000000000005,6.5888765457732905,6.499653236693826,2015.0,4
Fumiyo Kohinata,6.4,6.220357426163147,6.234859685460849,2014.0,4
Deborah Kara Unger,5.8,5.893987994040119,5.748927662826174,2012.75,4
Sung Kang,6.550000000000001,6.549140572351549,6.416449406385835,2013.75,4
Jim Cummings,6.5,6.387479768143666,6.2943538565764925,2013.0,4
Tchéky Karyo,6.675000000000001,6.3331512962251715,6.481074325039166,2012.5,4
Milos Timotijevic,5.975,5.870095130976848,5.782853635981084,2013.75,4
Robert Portal,6.85,6.8536500842642685,6.833169580525905,2011.25,4
Jim O'Heir,6.175000000000001,6.503760229098128,6.03891602657156,2016.25,4
Jodie Foster,6.625,6.54615023497641,6.605610269335344,2013.25,4
Jet Li,6.2250000000000005,6.22870958857801,6.13356614489447,2011.0,4
Clare Foley,6.5,6.518600328314438,6.361484563704437,2012.5,4
Anthony Ramos,7.0249999999999995,7.110072443946985,6.798826932322305,2018.25,4
Yara Shahidi,5.925,5.93528285906126,5.857251138269613,2015.0,4
Lewis Pullman,6.449999999999999,6.410036416894928,6.212591417785124,2017.5,4
Deepti Naval,7.2,6.819840116737987,7.023855427678682,2014.0,4
Ikue Ôtani,7.15,6.317506646705298,6.636427979001717,2015.0,4
Mireille Enos,6.324999999999999,6.284980591860656,6.2414516243684295,2013.75,4
Brianne Howey,5.8500000000000005,6.030749720149666,5.793254495830286,2015.75,4
Mamoru Miyano,7.0,6.3257318698327625,6.6655136321881905,2014.0,4
Kimberly Elise,6.574999999999999,6.573804059121134,6.357344318916268,2017.0,4
Joe Lo Truglio,6.3999999999999995,6.498471032932351,6.245924933898013,2013.75,4
Ian Casselberry,6.75,6.7712989092272435,6.575072129465431,2016.25,4
Benito Martinez,7.074999999999999,6.864558595353951,6.878978688803493,2015.0,4
Denzil Smith,6.95,6.485217067980205,6.567313844769258,2016.25,4
Temuera Morrison,6.25,6.364967635707881,6.155542992886262,2015.75,4
Steven Mackintosh,6.125,6.2884332153618985,6.123666722320118,2014.5,4
Benjamin Walker,6.4,6.295103379108257,6.260513165496697,2015.0,4
Tenoch Huerta,6.8,6.6386964548657295,6.685754051249267,2014.0,4
Miriam Margolyes,6.425000000000001,6.33324347644413,6.30513132519205,2014.25,4
Kimberly Williams-Paisley,5.675000000000001,5.830943502057229,5.657644861956937,2016.0,4
Jimmy Tatro,6.3999999999999995,6.34901988776375,6.278177136262297,2016.75,4
Delhi Ganesh,7.750000000000001,6.417870124951662,7.070252832730583,2014.5,4
Phoebe Waller-Bridge,6.800000000000001,6.674064690329556,6.704365055603574,2015.25,4
Gil Birmingham,6.8500000000000005,6.961597071269936,6.738676484590605,2013.75,4
Annaleigh Ashford,6.25,6.192129008619702,6.137245286730712,2018.25,4
Noureen DeWulf,5.775,5.850700527841037,5.631609908504638,2013.5,4
Taylor Hickson,7.0,6.719345797949977,6.7570666370399355,2017.25,4
Dee Wallace,5.725,5.86614060756121,5.641483339315618,2013.5,4
Sung-Woo Bae,7.199999999999999,6.45553622317124,6.818571733671433,2013.0,4
Benoît Poelvoorde,6.85,6.290407133420576,6.6464198810502,2013.25,4
Man-sik Jeong,7.425,6.634550707152922,7.136955344904607,2013.0,4
Minnie Driver,6.35,6.320407987522261,6.2496613358011075,2013.75,4
Demi Moore,6.125,6.130517263806962,6.037265156536096,2012.75,4
Kimiko Glenn,6.575,6.685088017560783,6.459545897733079,2017.75,4
Achyuth Kumar,8.375,6.857414616709573,7.571124123630643,2015.5,4
Caglar Ertugrul,7.575,6.127646983971728,7.271947231778766,2015.25,4
Linus Roache,6.5,6.445112667715714,6.33213693284876,2016.75,4
Trystan Pütter,6.800000000000001,6.392530447844546,6.636485720981682,2013.25,4
Retta,6.3999999999999995,6.294375223114355,6.239683514804729,2017.5,4
Robert Wisdom,5.725,5.775975598199724,5.744268708904039,2015.5,4
Minako Kotobuki,7.475,6.602777804640771,7.061635899618101,2013.75,4
Miley Cyrus,5.45,5.342610729166351,5.261199476443556,2012.25,4
Annabeth Gish,5.6499999999999995,5.801422825858859,5.607338640766552,2015.5,4
Simon Greenall,6.799999999999999,6.50295842039948,6.674323642150813,2016.25,4
Debra Monk,6.324999999999999,6.326045814559252,6.224042822535106,2013.25,4
Kim Dickens,6.675,6.665868694964447,6.56432514702765,2015.5,4
Elena Anaya,6.9750000000000005,7.003242641892845,6.880660783178966,2012.0,4
Jo Hartley,6.2250000000000005,6.197168262188033,6.163754997161321,2016.25,4
Deborah Ann Woll,6.1000000000000005,6.157494727070758,6.050425684924198,2013.0,4
Debi Mazar,6.300000000000001,6.179889370726644,6.185661543301774,2014.75,4
Mindy Sterling,6.275,6.046486032858058,6.089445228772588,2014.0,4
Annalise Basso,5.925,6.100329181404884,5.917378021911266,2015.75,4
Bernice Stegers,6.85,6.632890491121857,6.658358475998021,2015.25,4
Jing Wu,6.4,6.203131046059156,6.196522576645791,2015.5,4
Anne Winters,5.425000000000001,5.666530014270569,5.398400283558412,2017.75,4
Laia Costa,6.6,6.3614462383340005,6.460558166510724,2017.0,4
Sally Field,6.85,6.917535890745104,6.769146008973322,2013.25,4
Lior Ashkenazi,6.825,6.414404961624307,6.576712726783108,2014.25,4
Ileana D'Cruz,7.5,6.630665480532212,7.049876988071453,2014.5,4
Kim Basinger,6.175000000000001,6.125578589373923,6.065153101109465,2014.0,4
Lindsay Sloane,6.425,6.539494922444249,6.3364486601422305,2011.5,4
Manav Kaul,7.225,6.578800363606729,6.921811997238318,2016.5,4
Joe Thomas,6.250000000000001,6.157915096587235,6.188532039686235,2014.75,4
Miquel Fernández,6.375,6.088617526946287,6.260411815845062,2016.75,4
Alejandro Goic,7.0249999999999995,6.433646760394552,6.8176604657054325,2015.25,4
Joe Taslim,7.199999999999999,7.230532104374483,6.987773564337527,2014.5,4
Joanna Scanlan,6.25,6.140288537948305,6.1397568321542515,2015.75,4
Odette Annable,5.450000000000001,5.665593222052573,5.396142612754119,2010.25,4
Bridget Moynahan,6.775,6.942463624078095,6.620273009493005,2013.0,4
Joe Alwyn,6.4,6.281602395883255,6.235395115873718,2017.5,4
Anthony Daniels,7.300000000000001,7.426128424374461,7.191342522512079,2016.25,4
Igal Naor,6.35,6.777519957538687,6.2893022422831795,2012.5,4
Delroy Lindo,5.824999999999999,5.892086539411737,5.634736531318007,2015.0,4
Joanna Lumley,6.575,6.542398723798975,6.44032448357825,2015.25,4
Joe Cobden,6.5249999999999995,6.295093309588811,6.421155249978693,2013.5,4
Mimi Rogers,6.074999999999999,6.165994439597377,5.988613205113165,2013.5,4
Anthony LaPaglia,6.5,6.381087655366984,6.36627863703049,2014.0,4
Rachel Bilson,5.6,5.756638645291245,5.5336384635825295,2012.0,4
Aiden Lovekamp,5.699999999999999,5.778779828704349,5.61835793598426,2014.0,4
Deborah Findlay,6.625,6.455892319393451,6.464067682346268,2015.0,4
Denis Leary,6.2749999999999995,6.255482201533019,6.218058121803377,2013.75,4
Iain De Caestecker,6.199999999999999,6.195670237485606,6.1515269128971815,2014.5,4
Joe Swanberg,6.049999999999999,6.213624197441389,5.976236282034433,2012.75,4
Lulu Wilson,6.125,6.251359922632995,6.0212387757251715,2016.75,4
Audrey Tautou,6.65,6.209596471956118,6.510863283409229,2011.75,4
Rebecca Dayan,6.35,6.2839762037998526,6.253672259481548,2013.25,4
Al Sapienza,5.75,5.953801649822184,5.694829196350513,2015.5,4
Astro,5.949999999999999,6.006475092054446,5.867888147925648,2017.0,4
Donald Faison,5.5,5.660189208891571,5.4625725088794415,2013.5,4
Geoff Pierson,5.35,5.346113058739872,5.317760508108737,2013.25,4
Jacob Vargas,6.050000000000001,6.084157599685604,5.925617824064812,2014.0,4
Jasmine Cephas Jones,7.7,7.628016086431543,7.420663161805658,2018.0,4
Jasmine Trinca,6.5,5.956519772891365,6.286573163156737,2014.5,4
Asin Thottumkal,4.8999999999999995,5.5822918540772655,4.9843779246191975,2011.75,4
Jason Bayle,6.05,6.190281777882166,5.9949116445391475,2017.0,4
Asif Basra,6.575,6.317342023292662,6.366481630392723,2016.25,4
Jason Blicker,5.6,6.585013364819018,5.322315939770034,2014.0,4
Gary Owen,5.8500000000000005,5.686949475694908,5.577245101395183,2014.0,4
Jacob Lohmann,7.15,6.6733866520074105,7.027219222554294,2015.75,4
Jacob Lofland,6.7,6.715575673295084,6.579092564683005,2015.25,4
Yoo Gong,7.425000000000001,6.861144268906546,7.052962330683544,2014.0,4
Natalie Morales,6.8999999999999995,6.890516046798424,6.7970938465517055,2016.0,4
Don Harvey,5.35,5.577347654875252,5.292841417663773,2015.0,4
Luke Kirby,6.499999999999999,6.433164858656884,6.447058761892603,2014.75,4
Jared Sandler,5.05,5.5063797891738595,5.111269015284936,2018.5,4
Nate Corddry,5.8,5.796983507131138,5.814042344377182,2012.75,4
Ata Demirer,6.15,5.946287642626274,6.200431738820935,2011.75,4
Reed Birney,6.425,6.366697229150969,6.29935074674127,2016.75,4
Lena Klenke,6.875,6.411765549516459,6.716523827695957,2013.25,4
Donna Duplantier,5.550000000000001,5.860016984166901,5.5832258502705745,2014.25,4
Atul Srivastava,6.675,6.332461414717114,6.4397118301228,2017.25,4
Nathan Lane,6.225,6.063852778482767,6.044357997380763,2014.5,4
Shirley MacLaine,6.1499999999999995,6.450992050881766,6.070069942108807,2015.25,4
Nick Mohammed,6.225,6.45387456625534,6.1600379552843245,2017.0,4
Dong-seok Ma,7.2250000000000005,6.664210704710829,6.885392411478765,2016.0,4
Dong-hwi Lee,7.324999999999999,6.662060602983046,6.992460982345103,2015.75,4
Jared Leto,7.075,7.004049365069136,6.956169018514364,2016.0,4
Ato Essandoh,6.875000000000001,6.812075384118568,6.809150405714165,2015.25,4
Rosie Perez,5.525,5.671834690404496,5.510775036028947,2016.25,4
Nathalie Emmanuel,6.2,6.303286545783456,6.085620947811489,2017.0,4
Jaqueline Fleming,6.4750000000000005,6.432647534185507,6.387987981750726,2012.75,4
Nathalie Baye,6.9,6.263548275709493,6.687370161900207,2013.75,4
Spencer Rocco Lofranco,5.800000000000001,5.734339235609766,5.740070582559726,2015.25,4
Gary Weeks,6.7749999999999995,6.626403200024874,6.601445357855236,2015.0,4
Jacob Blair,6.3,6.435677226446758,6.206692780993647,2010.75,4
Rossy de Palma,6.75,6.287632108718778,6.519789059702098,2015.75,4
Jacob Batalon,6.775,6.789485786295632,6.646814851005844,2018.25,4
Gary Grubbs,5.4750000000000005,5.620761577395236,5.339652492424579,2012.75,4
Alan Alda,6.625,6.578666388341869,6.486612447374297,2013.25,4
Tom Everett Scott,5.2250000000000005,5.49819446459665,5.42269613667829,2013.25,4
Yorick van Wageningen,6.7250000000000005,6.705678597038672,6.646173186644747,2013.75,4
Ashley Hinshaw,5.475,5.800991957771466,5.521397054573031,2012.75,4
Thomas Dekker,5.375,5.79634155454224,5.31942231953989,2013.25,4
Reda Kateb,6.800000000000001,6.451003265141914,6.6555418010547225,2014.75,4
Ester Dean,6.500000000000001,6.457649636213168,6.391487113752789,2014.0,4
Ashley Benson,5.675,5.750194027954074,5.589042588235947,2014.5,4
Jason O'Mara,6.4,6.209550021638613,6.2669142441999215,2015.75,4
Ashley Bell,5.075,5.776905544956702,4.993108707756795,2011.75,4
Thomas Brodie-Sangster,6.425,6.409021964549907,6.279543410839752,2014.75,4
Gary Daniels,5.3,5.697633781319712,5.2821086381729,2010.25,4
Kris Van Damme,5.6,5.791323242011727,5.562114516251052,2012.0,4
Ed Oxenbould,6.425,6.377291711214528,6.330173315092401,2015.75,4
Tom Hopper,5.675,5.797757605699066,5.647281456443669,2016.0,4
Ruben Pla,6.0249999999999995,6.208994518543436,5.952455881998728,2012.25,4
Manobala,7.55,6.477519034631921,6.766107549531788,2015.0,4
Kyle Soller,5.9,5.919589724922014,5.831081676490626,2015.5,4
Chris Marquette,5.75,5.82828380533903,5.752914198136028,2013.0,4
Srinivasa Reddy,7.824999999999999,6.387477507319664,7.0668795571298855,2013.25,4
Ashton Kutcher,5.824999999999999,5.714773689501891,5.7745585603921725,2011.0,4
Chris Lowell,6.475,6.6455554476724705,6.374030841249317,2013.5,4
Tom Berenger,6.85,6.812363762533498,6.783509982625179,2010.5,4
Natalie Gold,6.85,6.717804620429948,6.754540663589744,2014.5,4
Thomas Ian Nicholas,6.775,6.5890297638811575,6.502134745386603,2013.0,4
Jason Jones,5.7749999999999995,5.781834887927439,5.668880547256116,2015.75,4
Jackson Rathbone,4.85,4.860519037174317,4.785778266000952,2010.75,4
Casey Wilson,6.675,6.6299095630590426,6.541078350956978,2014.5,4
Marceline Hugot,5.9,5.990262843488651,5.761136874590916,2015.25,4
Jackson Nicoll,6.025,6.022790071181274,5.938069855978,2014.25,4
Ashlie Atkinson,6.05,6.046398430231521,5.992513965978333,2012.75,4
Pom Klementieff,6.574999999999999,6.533159099813293,6.462429068548885,2016.0,4
Bryan Brown,6.35,6.11050616795935,6.223113526813636,2015.75,4
Kristin Davis,5.625,5.6243640902626915,5.514827218022221,2013.5,4
Roxane Duran,6.6,6.196493491214332,6.426848682022789,2014.0,4
Barry Keoghan,7.175,7.0281304303168195,7.051287050443023,2017.5,4
Tobias Segal,7.25,7.353533170646962,7.053310756661157,2015.25,4
Nick Jonas,7.275,7.015510685705294,6.853607751315089,2016.25,4
Alan Ford,6.575000000000001,6.146042233679807,6.454482798191236,2011.75,4
Shishir Sharma,8.024999999999999,6.839225454467808,7.474259787233237,2016.75,4
James Landry Hébert,6.175,6.28825298170894,6.1400502904620495,2011.5,4
James Le Gros,5.775,5.773952662357676,5.75574881259311,2015.5,4
Babou Ceesay,7.0,6.79675338872831,6.785258596785615,2016.0,4
Shreedhar Dubey,6.9,6.190425461622737,6.439588747643884,2018.25,4
Til Schweiger,6.275,6.234363306282409,6.1850872969202095,2013.25,4
Kunal Khemu,5.699999999999999,5.78766013935366,5.637962800646264,2017.25,4
Neil Brown Jr.,6.300000000000001,6.3961279946665845,6.213809781676846,2015.0,4
James Nesbitt,7.6,7.463327758026507,7.519722071140794,2012.25,4
Jakob Davies,6.675000000000001,6.412703859426008,6.550287656914254,2013.25,4
James Norton,6.425000000000001,6.537300706661457,6.33316022056035,2015.75,4
Neil Bhoopalam,7.025,6.265226139240968,6.74513894656098,2013.75,4
Shun Sugata,6.375,6.179081072426061,6.15786397612505,2013.25,4
Neha Dhupia,6.4,6.2394249768080625,6.200554783307941,2015.5,4
Bae-soo Jeon,7.174999999999999,6.610905480675118,6.812520983563446,2014.75,4
Sudhanshu Pandey,6.375,5.96004404131798,5.971630383109462,2013.0,4
Tigmanshu Dhulia,7.925,6.681501980184202,7.49551281601501,2014.75,4
Tiger Shroff,4.75,5.394327492202052,5.014176638940367,2017.5,4
James Jordan,6.35,6.3201159774545985,6.229669110404116,2016.75,4
Drew Barrymore,6.525,6.373710804455792,6.394564247052184,2012.75,4
Nejat Isler,7.324999999999999,6.327600412404828,7.044324457263241,2013.5,4
Kurt Fuller,5.95,6.095036796173979,5.895946647921752,2014.25,4
Duk-moon Choi,7.074999999999999,6.4091128863547,6.712305245409784,2013.5,4
Kurtwood Smith,5.875,6.077421793764872,5.854453124583722,2014.25,4
Pradeep Kabra,5.550000000000001,5.741214063115839,5.418538094704388,2012.5,4
Chris Wilson,5.85,5.900983892230098,5.827237935343267,2017.0,4
Ronan Vibert,6.324999999999999,6.264312898085569,6.2469782006023085,2013.5,4
Dulquer Salmaan,8.15,6.870134750630353,7.38026414285879,2015.5,4
Akin Gazi,6.45,6.272074248084737,6.284815982008015,2013.75,4
James Frain,6.475,6.478149710553148,6.4164120632752155,2011.5,4
Prachi Desai,6.3,5.988627133162249,6.061484223275291,2013.0,4
Bruce Davison,5.675,5.686867778435596,5.590079861342402,2014.75,4
Nelson Franklin,6.0,5.89881405445535,5.909242499750222,2014.25,4
Tim Meadows,5.325,5.193484138842295,5.283469523250691,2012.5,4
Abhinaya,7.25,6.21033032650722,6.6562431209674875,2013.5,4
Nelsan Ellis,6.975,6.77667055515983,6.762774266383341,2012.75,4
Tim Pigott-Smith,6.5,6.427117192724924,6.416975828335492,2014.25,4
Chris Sullivan,6.75,6.7957597401732315,6.6347526899311475,2015.75,4
Nicholas Farrell,6.35,6.121917730949415,6.294752036632453,2014.5,4
Neeraj Kabi,7.5,6.631549318705602,7.142961609903022,2016.25,4
Shohreh Aghdashloo,6.35,6.783264686242398,6.224251589492331,2014.25,4
Thure Lindhardt,6.2749999999999995,6.159349343404912,6.121431679862135,2013.25,4
Marc Evan Jackson,6.949999999999999,6.996013033587934,6.821540231251919,2015.5,4
Nawab Shah,5.875,5.914385725186335,5.690165570541783,2016.75,4
Jan Bijvoet,7.05,6.650082404419909,6.863953192639812,2014.5,4
Navni Parihar,6.95,6.320434605874436,6.583885165301661,2015.5,4
Zoe Margaret Colletti,6.325,6.110524441279008,6.201549854519245,2017.25,4
Naushaad Abbas,4.85,5.1412290941602725,4.880566185787226,2014.0,4
Jahi Di'Allo Winston,6.1,6.188236169797244,6.000555875194112,2018.25,4
Reid Scott,6.325,6.266498791707121,6.185586681857003,2018.25,4
Spencer Treat Clark,5.85,6.011684662977885,5.74765401806636,2014.5,4
Luke Goss,5.775,5.822173600957345,5.49923719986777,2014.75,4
Thorbjørn Harr,6.75,6.556124395727324,6.562162641237558,2017.75,4
Tobey Maguire,6.575,6.439652083979142,6.498640063454418,2013.75,4
Christian Rubeck,6.275,6.257983897469355,6.157765345385606,2014.5,4
Dylan Kenin,6.825000000000001,6.808771563220842,6.66466414947933,2013.5,4
Audrey Fleurot,7.475,7.169634988092105,7.349405865362332,2010.75,4
M.S. Narayana,7.475,6.215039927351299,6.736977945919582,2012.75,4
Jamie Thomas King,5.95,6.0754610880843405,5.960975345824164,2012.25,4
Jaimie Alexander,6.1,6.3382975959364245,6.102018867778566,2013.25,4
Neena Gupta,5.95,5.962779402407405,5.972492995714889,2018.5,4
Jamey Sheridan,7.0249999999999995,7.067578147239761,6.957214406311659,2015.5,4
Nicholas Hamilton,6.5,6.561714871087793,6.46492137916715,2016.25,4
Gbenga Akinnagbe,5.9,5.918790582480241,5.833697894091206,2013.75,4
Bruce Timm,6.375,6.23410759534223,6.184919220100801,2017.5,4
Abhay Deol,7.1,6.460314659524595,6.846124522360626,2013.5,4
Christian Cooke,6.4,6.236943701840941,6.257167946604875,2014.0,4
Ava Kolker,5.4750000000000005,5.412044040290863,5.364551826728131,2015.0,4
Mae Whitman,6.324999999999999,6.281885689936395,6.108659059808479,2013.5,4
Chris Renaud,6.975,6.90993931980544,6.933188356763564,2014.5,4
Prateik,6.725,6.3653384795111325,6.530520825034474,2016.25,4
Jamie Blackley,6.2,6.161807973783622,6.154599175359945,2015.0,4
Yolande Moreau,6.9,6.412772396227105,6.7669582664196755,2013.0,4
Jamie Campbell Bower,6.125,6.102701317307709,6.0093673029825965,2011.5,4
Sudeep,6.625,6.315891686908348,6.346071468235843,2016.25,4
Bala,7.575,6.465364555814439,6.72336366286641,2016.25,4
Jamie Lee Curtis,6.9,6.848129590034978,6.651041953035235,2015.5,4
Tian Jing,6.050000000000001,6.037285038671298,5.9598116246640975,2016.0,4
Tom Hughes,6.7749999999999995,6.558182929674607,6.654577332634192,2014.5,4
Jack McGee,6.65,6.773543592741639,6.616254444782861,2010.5,4
Aisha Hinds,6.75,6.677659070261615,6.575328710472835,2014.25,4
Chris Bauer,6.325,6.259464558318008,6.239310150041215,2016.75,4
Diana Silvers,6.2,6.358252197180607,6.112727213257039,2019.25,4
