actors,weighted_average_vote,weighted_us_voters_rating,weighted_non_us_voters_rating,year,movies
Samuel L. Jackson,6.46857142857143,6.5293975878665425,6.381008204597762,2014.8857142857144,35
Akshay Kumar,6.1000000000000005,6.0733540229198955,5.911961708396602,2014.5,32
Bruce Willis,5.5699999999999985,5.855863678999259,5.5723037709075856,2014.6333333333334,30
James Franco,6.143333333333333,6.247822628379959,6.104468140280903,2013.8333333333333,30
Nicolas Cage,5.566666666666666,5.791581922932452,5.560383839577061,2014.8666666666666,30
Anna Kendrick,6.268965517241381,6.366407932773239,6.15612324894991,2014.3793103448277,29
Woody Harrelson,6.687999999999997,6.657351237451247,6.576839899669677,2015.32,25
J.K. Simmons,6.712,6.608854535570506,6.6146899120043505,2015.16,25
Michael Peña,6.323999999999999,6.3693667011467605,6.235646394173419,2015.04,25
Michael Shannon,6.5125,6.528347079673843,6.4068031949234845,2014.3333333333333,24
Jessica Chastain,6.733333333333334,6.692890971770609,6.650505572558701,2014.25,24
Morgan Freeman,6.429166666666667,6.426806900554644,6.341693627330796,2014.6666666666667,24
Kristen Wiig,6.6625000000000005,6.686548975904947,6.578270591223546,2013.5416666666667,24
Robert De Niro,6.329166666666667,6.254965068116025,6.282519106509258,2013.375,24
Antonio Banderas,6.216666666666665,6.181026782386696,6.136939978036756,2014.25,24
Dwayne Johnson,6.36086956521739,6.403348996991301,6.256121808534919,2014.695652173913,23
Maya Rudolph,6.052173913043479,6.033568721750818,5.986140690260328,2015.0869565217392,23
Nassar,7.3090909090909095,6.396698430429242,6.706759616401538,2014.7727272727273,22
Ken Jeong,5.79090909090909,5.809398022764179,5.763943192535839,2014.2272727272727,22
Bill Hader,6.368181818181818,6.39156745862139,6.282418228972409,2014.8181818181818,22
Bill Camp,6.8590909090909085,6.76726401292261,6.759839435403155,2016.090909090909,22
Nick Offerman,6.718181818181819,6.671018051685206,6.586208458643815,2014.6363636363637,22
Oscar Isaac,6.700000000000002,6.765043685732102,6.618947987696146,2014.8636363636363,22
Octavia Spencer,6.822727272727271,6.771550298381646,6.666344720903154,2015.7272727272727,22
Nicole Kidman,6.331818181818181,6.295572486137188,6.23812866455221,2015.1818181818182,22
Mark Strong,6.695454545454544,6.607506862770621,6.638329701972716,2013.6818181818182,22
Paul Giamatti,6.695454545454546,6.58417959729781,6.5744647357242005,2013.3181818181818,22
Patrick Wilson,6.25909090909091,6.359008771362117,6.1978906743308615,2014.8181818181818,22
Mark Wahlberg,6.490909090909091,6.4883407417449925,6.406428201292982,2014.6818181818182,22
Scarlett Johansson,7.2318181818181815,7.273581300005574,7.129007596178621,2015.090909090909,22
Steve Carell,6.668181818181818,6.5751757099729,6.590762872724073,2014.3636363636363,22
Channing Tatum,6.34090909090909,6.355242810702685,6.270603934562029,2013.409090909091,22
Colin Farrell,6.514285714285715,6.501252335640741,6.462181832120546,2015.0,21
Bryan Cranston,6.71904761904762,6.673342860603283,6.624715331752093,2014.095238095238,21
Steve Coogan,6.49047619047619,6.409160447927751,6.4158548174200485,2014.1904761904761,21
Elle Fanning,6.428571428571429,6.318232376153492,6.32988802547427,2015.2380952380952,21
Allison Janney,6.590476190476191,6.552513362794945,6.463781954176472,2015.047619047619,21
Amanda Seyfried,6.214285714285713,6.1430079161339375,6.139611848498783,2015.047619047619,21
Willem Dafoe,6.623809523809525,6.61866433259874,6.550104023288221,2015.7142857142858,21
Liam Neeson,6.328571428571427,6.266518071261663,6.2704044333164575,2014.1904761904761,21
Keegan-Michael Key,6.28095238095238,6.2719791497178745,6.166592294589239,2016.3809523809523,21
Ethan Hawke,6.433333333333333,6.376057691905758,6.321897141171037,2015.142857142857,21
Idris Elba,6.461904761904763,6.503731602175522,6.386615755901825,2014.6666666666667,21
Luke Evans,6.290476190476189,6.3005193408599345,6.184496182175623,2014.8095238095239,21
Shea Whigham,6.734999999999999,6.771548953719564,6.666294053479994,2014.75,20
Ben Mendelsohn,6.675000000000002,6.6164820721477025,6.589348638269266,2015.1,20
Jonah Hill,6.869999999999999,6.901008297547873,6.769140433255449,2014.1,20
Chloë Grace Moretz,6.275,6.28906994709744,6.184749674074959,2014.3,20
Irrfan Khan,6.969999999999999,6.543803411621805,6.717202956832653,2014.85,20
Naomi Watts,6.455,6.343107040466774,6.363259778531727,2014.3,20
Frank Grillo,6.3100000000000005,6.4376666088625285,6.246583688135525,2014.15,20
Rose Byrne,6.435,6.424258735274873,6.339955495259209,2015.0,20
Toby Jones,6.340000000000001,6.317680109088192,6.2870148404126365,2014.05,20
Anupam Kher,6.229999999999999,6.266902412684701,6.129147037107422,2014.45,20
Jason Sudeikis,6.35,6.311486590328613,6.246666870254373,2014.45,20
Michael Fassbender,6.450000000000001,6.453566444006801,6.3995509994045054,2014.0,20
Anthony Mackie,6.705000000000001,6.663651159742189,6.545018599177341,2015.1,20
Chris Hemsworth,6.85,6.904779750624167,6.740576086527772,2014.95,20
Ewan McGregor,6.640000000000001,6.599349914282341,6.5457031745917975,2014.15,20
Julianne Moore,6.470000000000001,6.407062774405839,6.390780627922181,2013.9,20
Viola Davis,6.67,6.557739441971876,6.537416344665816,2013.3,20
Matthew McConaughey,6.8199999999999985,6.778994228901739,6.71637648232988,2014.95,20
Kathryn Hahn,6.380000000000001,6.417802905705003,6.287456961168102,2014.75,20
Emily Blunt,6.525,6.582259988753688,6.4482594193501,2013.45,20
Stanley Tucci,6.544999999999999,6.581108669102299,6.439978282398184,2013.95,20
Emma Thompson,6.480000000000001,6.380409676162248,6.3593103254760495,2015.65,20
Eddie Marsan,6.821052631578947,6.684128454088033,6.740338935839217,2015.0526315789473,19
James McAvoy,6.689473684210527,6.589229001417145,6.604387027863442,2014.421052631579,19
Adam Sandler,5.905263157894737,5.853339840464762,5.847202075548715,2014.7368421052631,19
Olivia Wilde,6.457894736842104,6.35310202075806,6.379044388342819,2013.3684210526317,19
Judy Greer,6.3578947368421055,6.393690784942724,6.259553753528164,2014.6315789473683,19
Paul Rudd,6.552631578947368,6.618258821269406,6.448935193442186,2013.842105263158,19
Toby Kebbell,6.38421052631579,6.359966651301514,6.317193379154724,2014.6315789473683,19
Jason Clarke,6.536842105263159,6.467710199911859,6.450624423335569,2015.2631578947369,19
Josh Gad,6.431578947368421,6.36323048153716,6.345534809173745,2015.3157894736842,19
Jason Statham,6.310526315789474,6.31070727482771,6.2189643676927355,2013.4736842105262,19
Richard Jenkins,6.515789473684211,6.504440666896205,6.433462506681414,2012.3684210526317,19
Ben Kingsley,6.552631578947368,6.471231833092724,6.474453453594637,2014.157894736842,19
Sam Rockwell,6.621052631578946,6.596066087001033,6.497111749789235,2014.7894736842106,19
Tom Wilkinson,6.5210526315789465,6.473412152472064,6.425251773268917,2013.6315789473683,19
Jennifer Lawrence,6.810526315789474,6.826451992598589,6.743964304971887,2013.842105263158,19
Gary Oldman,6.489473684210527,6.488450262968491,6.414301469402655,2014.8947368421052,19
Ryan Reynolds,6.6,6.540605356521991,6.514923201253027,2014.6315789473683,19
Zac Efron,6.231578947368422,6.193486598921541,6.119585909878966,2014.842105263158,19
James Marsden,5.778947368421052,5.83065274467991,5.750671654303083,2013.578947368421,19
Pierce Brosnan,6.116666666666666,6.1756906222082755,6.045284270665571,2014.7777777777778,18
Zach Galifianakis,6.199999999999999,6.253035084239147,6.145725636589872,2013.7222222222222,18
Owen Wilson,6.011111111111111,6.005426871624166,5.978435072868568,2013.2777777777778,18
Toni Collette,6.477777777777778,6.460138282140762,6.353268380459207,2015.3333333333333,18
Joel Edgerton,6.672222222222222,6.648901383660037,6.596823838009829,2014.388888888889,18
Elizabeth Banks,6.449999999999999,6.512329703821239,6.346304324601614,2014.5,18
Jude Law,6.711111111111112,6.6657182509569814,6.629492108401634,2014.2222222222222,18
John Cusack,5.733333333333333,5.8628417447397,5.68431773468409,2013.388888888889,18
Kevin Hart,6.2444444444444445,6.205169818021158,6.123676104215458,2015.111111111111,18
Seth Rogen,6.583333333333333,6.6436328356249845,6.481410551556589,2014.2777777777778,18
Common,6.272222222222222,6.198972358398447,6.165255319189396,2015.0555555555557,18
Imogen Poots,6.138888888888889,6.1576037456868535,6.0794909169682025,2015.0555555555557,18
Keanu Reeves,6.183333333333333,6.302455564178771,6.074264181785505,2016.3333333333333,18
Jake Gyllenhaal,6.949999999999999,6.905401155094629,6.879322058842644,2014.9444444444443,18
Ralph Fiennes,6.6611111111111105,6.649027456062666,6.57522176534378,2013.9444444444443,18
Alison Brie,6.394444444444444,6.397807358546474,6.277246475549635,2015.7222222222222,18
Nicholas Hoult,6.638888888888889,6.523638172422205,6.528508945304096,2015.7222222222222,18
Bradley Cooper,6.766666666666665,6.777394627025031,6.709247332930838,2013.4444444444443,18
Chris Evans,7.205882352941177,7.25648589538708,7.065388509847115,2014.4117647058824,17
Margot Robbie,6.652941176470587,6.6083516496790695,6.544685104722311,2016.5882352941176,17
Katrina Kaif,5.670588235294118,5.774896966220251,5.627882660864621,2013.8823529411766,17
Amitabh Bachchan,6.888235294117647,6.3303214959284,6.557620252825701,2016.1764705882354,17
Helen Mirren,6.617647058823529,6.57211495217907,6.540608324453687,2014.5294117647059,17
Danny Huston,6.411764705882355,6.394800579846094,6.332997423845092,2014.4117647058824,17
Prakash Raj,7.088235294117647,6.268130831454374,6.453452892334148,2014.6470588235295,17
Ciarán Hinds,6.541176470588234,6.466406929890958,6.448196734972791,2014.4705882352941,17
Teresa Palmer,6.223529411764705,6.184513988399702,6.104983070457311,2014.235294117647,17
Gerard Butler,6.482352941176471,6.422962764396929,6.3700199264023105,2014.7058823529412,17
Benedict Cumberbatch,7.235294117647061,7.100949245923572,7.113097717864476,2014.5294117647059,17
Zoe Saldana,7.023529411764706,6.962570575890984,6.907922234101917,2014.4705882352941,17
Emma Roberts,6.029411764705882,6.063712396187775,5.970233514827112,2014.4705882352941,17
Rooney Mara,6.747058823529413,6.661853004976177,6.619111568161304,2014.6470588235295,17
Kristen Stewart,6.058823529411764,6.045669799961094,5.974796672904461,2014.0,17
Cate Blanchett,6.711764705882353,6.678302678152758,6.597225168836751,2015.4705882352941,17
Mark Ruffalo,7.364705882352942,7.313252724354769,7.246809373309984,2014.0,17
Domhnall Gleeson,7.18235294117647,7.155471440889961,7.065276554453666,2015.4117647058824,17
Peter Stormare,5.835294117647059,5.987322555929984,5.827531696778355,2013.9411764705883,17
Nawazuddin Siddiqui,7.435294117647059,6.639965863008178,7.090828405898542,2015.0588235294117,17
Matt Damon,6.747058823529411,6.732211632889259,6.698354908335918,2013.0588235294117,17
Michael Caine,6.894117647058823,6.7524333001156815,6.8219189069821,2014.2941176470588,17
Anushka Sharma,6.4529411764705875,6.182647318451926,6.260051469438069,2014.5294117647059,17
Rob Riggle,6.164705882352941,6.1404159972344985,6.061345663178706,2014.235294117647,17
Stellan Skarsgård,6.9823529411764715,6.808828756601239,6.8695620881365365,2012.6470588235295,17
Dave Bautista,6.052941176470589,6.237120604526446,5.976023036339606,2016.5882352941176,17
Joy Badlani,7.117647058823529,6.275543936824762,6.468884829134851,2015.5294117647059,17
Johnny Depp,6.247058823529412,6.169531241172244,6.209284280590469,2013.9411764705883,17
Forest Whitaker,6.447058823529412,6.472184118933009,6.359133283429048,2013.6470588235295,17
John Leguizamo,6.123529411764705,6.230361237398038,6.048842308934725,2015.0588235294117,17
Rob Corddry,5.911764705882354,6.073328381873762,5.847895532197188,2013.4705882352941,17
Adam Driver,7.0,7.0127306765876485,6.887078441240992,2016.1764705882354,17
Miles Teller,6.447058823529412,6.390071891095959,6.355237704799675,2014.2941176470588,17
Anne Hathaway,6.5588235294117645,6.474859101602348,6.504260599181642,2014.4705882352941,17
John Goodman,6.682352941176469,6.717021104680496,6.596511643991085,2014.3529411764705,17
Elizabeth Olsen,6.582352941176471,6.599173918639751,6.477496999670908,2014.0,17
Dennis Haysbert,6.005882352941177,6.060750350059806,5.9097355932327655,2015.0588235294117,17
Jesse Eisenberg,6.570588235294117,6.492015281000725,6.4728863577054865,2014.8823529411766,17
Danny Glover,6.043750000000001,6.0615484907924655,5.921275887961064,2015.25,16
Will Forte,6.2875000000000005,6.304499958173766,6.165832206178117,2015.25,16
T.J. Miller,6.381249999999999,6.436272746096936,6.343146783546227,2013.875,16
Alexander Skarsgård,6.4125,6.356036522278064,6.341751308064419,2014.9375,16
Sam Claflin,6.36875,6.253759448144155,6.267623771437271,2015.3125,16
Brendan Gleeson,6.7625,6.593299826155904,6.693857135750571,2013.4375,16
Colin Firth,6.71875,6.646051559280839,6.639212206709039,2014.625,16
Charlize Theron,6.637499999999999,6.640855570290867,6.5320567510830845,2016.125,16
John C. Reilly,6.624999999999999,6.638976549962791,6.54344904741293,2014.4375,16
Chris Pratt,6.831250000000001,6.855100486056647,6.707419071124503,2014.75,16
Jason Bateman,6.531249999999999,6.559049115465279,6.442509182289038,2013.6875,16
Will Ferrell,5.999999999999999,6.0679683591850395,5.994759657969053,2014.875,16
Ron Livingston,6.48125,6.397095615678134,6.334188971651422,2014.5625,16
Joseph Gordon-Levitt,7.0125,7.025189413550952,6.931260560391832,2013.375,16
Bobby Cannavale,6.65625,6.652302035194659,6.579550420648269,2015.5,16
Alfred Molina,6.518749999999999,6.404744987797009,6.405782468025338,2014.5625,16
Thomas Mann,6.268749999999999,6.300878400806261,6.176467119585289,2015.0625,16
Dan Stevens,6.3062499999999995,6.349817225171012,6.21115357657435,2016.375,16
Regina Hall,6.075000000000002,6.143985694513558,5.89532428451926,2015.25,16
Salman Khan,4.993750000000001,5.456951932491347,5.1145837363236195,2014.5,16
Jon Hamm,6.6875,6.621086905290136,6.6009233311931945,2014.75,16
Justin Long,5.66875,5.756625138914814,5.648777317170989,2012.9375,16
Saoirse Ronan,6.85,6.804415805023922,6.742944473370951,2014.0,16
Ed Helms,6.06875,6.136585961692598,5.997132041554106,2014.6875,16
Bruce Greenwood,6.625,6.475211751164786,6.500903598318117,2014.5,16
Laurence Fishburne,6.487500000000001,6.526124324269783,6.367432356003387,2015.3125,16
Juno Temple,6.3374999999999995,6.339064053828987,6.242705507597616,2014.0,16
Bill Nighy,6.4875,6.479056248097965,6.427830316557856,2013.875,16
Anthony Hopkins,6.2875000000000005,6.284610441319204,6.225098288263375,2014.0,16
Jim Broadbent,6.393749999999999,6.281102504832344,6.301454925038515,2014.25,16
Deepika Padukone,6.206249999999999,5.983565871882437,6.038720419900504,2013.9375,16
Catherine Keener,6.756249999999999,6.755786435839408,6.676781342526249,2013.0625,16
Simon Pegg,6.71875,6.747408593452279,6.618097015282528,2014.3125,16
Adam Scott,5.999999999999999,6.12417232678803,5.9184951126866,2013.5,16
Rachel McAdams,6.812499999999999,6.774675999908309,6.742724911302026,2014.1875,16
Adam Brody,5.84375,5.972662529905561,5.775218563737125,2014.125,16
Vincent D'Onofrio,6.356250000000001,6.308126172455722,6.239775679044859,2014.875,16
Kristen Bell,6.249999999999999,6.29293916229099,6.111773117905742,2014.125,16
Robert Pattinson,6.218750000000001,6.216908505555214,6.119127650269286,2014.125,16
Liam Hemsworth,6.2,6.213372369933305,6.089715985214158,2014.3333333333333,15
Mia Wasikowska,6.680000000000001,6.5491348405975405,6.614468224998697,2013.1333333333334,15
Zoë Kravitz,6.586666666666667,6.545943694771651,6.481786509641849,2014.6666666666667,15
Jon Bernthal,7.179999999999999,7.149138331151812,7.077638712569391,2015.2666666666667,15
Jeremy Renner,7.293333333333335,7.392515988102587,7.19157184877258,2014.2666666666667,15
Michael Sheen,6.493333333333333,6.440121162680296,6.389564674582049,2014.0,15
Dave Franco,6.5,6.539043353945815,6.390576114143767,2014.6666666666667,15
Vera Farmiga,6.486666666666666,6.448916409662016,6.382229611886611,2015.6,15
Rajesh Sharma,7.22,6.44701070005561,6.8227343046885105,2015.5333333333333,15
Felicity Jones,6.666666666666667,6.530658951719542,6.545444550726913,2014.2666666666667,15
Chris Pine,6.806666666666667,6.856669287967825,6.664254255139752,2014.7333333333333,15
Hugh Jackman,6.973333333333333,6.8910204310742875,6.86618507392083,2014.8666666666666,15
Anton Yelchin,6.573333333333333,6.6405009120504115,6.475344874079437,2013.7333333333333,15
Dennis Quaid,6.146666666666666,6.081341456795545,6.004511738207217,2014.4666666666667,15
Rebecca Hall,6.28,6.29904093146825,6.219094766240229,2014.1333333333334,15
Alan Tudyk,7.053333333333332,7.045896580542338,6.950590618460537,2013.8666666666666,15
Tom Holland,7.120000000000001,7.129078043067853,6.980836377171375,2015.6666666666667,15
Brie Larson,6.866666666666668,6.906654462149468,6.767347441097722,2015.3333333333333,15
Tom Hanks,7.06,7.018878520809551,6.971878475043096,2015.0,15
Matthias Schoenaerts,6.8066666666666675,6.589348757149677,6.6586255641592595,2015.6,15
Jennifer Ehle,6.366666666666666,6.32967559364169,6.25936615032649,2015.0,15
Kareena Kapoor,6.04,5.932318967622432,5.896623671432888,2014.4,15
Jennifer Garner,6.499999999999999,6.389712498357077,6.394303168649114,2014.4666666666667,15
Aubrey Plaza,6.26,6.332008504839182,6.126292076292822,2014.0,15
Guy Pearce,6.319999999999999,6.289827590408117,6.219725451741561,2014.0,15
Jackie Chan,6.086666666666668,6.056709057061341,6.032445858641863,2013.9333333333334,15
Dermot Mulroney,6.1,6.131050340521431,6.0264016066809685,2014.6666666666667,15
David Thewlis,6.680000000000001,6.541921042287059,6.584446610161341,2013.2666666666667,15
Priyanka Chopra,6.120000000000001,5.920675151091056,5.935855141006628,2013.7333333333333,15
Stephen Root,6.573333333333333,6.5812664745256795,6.446761811506675,2013.8,15
Rosamund Pike,6.546666666666667,6.421824882777921,6.445310997533935,2014.8,15
John Malkovich,6.1800000000000015,6.215728277432668,6.112615809384585,2015.3333333333333,15
John Ortiz,6.52,6.5454852276119935,6.410109537036464,2016.2666666666667,15
Hailee Steinfeld,6.48,6.5121420870032996,6.358628523809473,2014.6666666666667,15
Rosario Dawson,6.226666666666666,6.2121161141490555,6.103594801541773,2014.5333333333333,15
Mahesh Manjrekar,5.364285714285716,5.698896192869113,5.390339616310465,2014.2857142857142,14
Steve Buscemi,6.271428571428571,6.182003489284004,6.193425092100974,2015.142857142857,14
Rajkummar Rao,7.5857142857142845,6.629041991624943,7.17770644417432,2014.142857142857,14
Randall Park,6.1,6.1835960075485366,5.986988348562799,2015.5714285714287,14
Rachel Weisz,6.514285714285714,6.401932708863801,6.444129665935838,2014.2857142857142,14
Emma Stone,6.857142857142857,6.850342209319129,6.828969064175502,2013.9285714285713,14
Rebel Wilson,6.257142857142858,6.298279523067616,6.136294662923871,2014.7142857142858,14
Taraji P. Henson,6.035714285714286,6.102540674724649,5.942172547322285,2015.357142857143,14
Clancy Brown,6.428571428571429,6.510658799076515,6.23321174575098,2014.7857142857142,14
John Lithgow,6.692857142857143,6.604102868035642,6.601693497850074,2015.357142857143,14
Topher Grace,6.1000000000000005,6.079303971207802,5.978988770258573,2014.2142857142858,14
Maria Bello,6.17857142857143,6.072557161391063,6.062017579963756,2013.7142857142858,14
Jesse Plemons,6.9142857142857155,6.846467230939053,6.79980189595007,2016.0714285714287,14
Jessica Alba,5.678571428571429,5.737730119628043,5.655080972211581,2013.2142857142858,14
Olga Kurylenko,6.114285714285715,6.167658158177166,6.05531412646331,2015.0,14
Alec Baldwin,6.721428571428571,6.752010144204445,6.684157271825202,2015.5,14
Joan Cusack,6.457142857142856,6.468905679034828,6.391690721670626,2015.142857142857,14
Sally Hawkins,6.97142857142857,6.883269430370428,6.860944266716458,2013.5714285714287,14
Mila Kunis,6.307142857142856,6.330958632601442,6.23187356164012,2013.642857142857,14
Clifton Collins Jr.,6.278571428571428,6.265478707637769,6.122134711133901,2015.9285714285713,14
Mike Epps,5.671428571428571,5.772853622419463,5.5151868646989355,2014.9285714285713,14
John Abraham,6.214285714285714,6.071179545484651,6.008665254415727,2014.142857142857,14
Aaron Paul,6.428571428571428,6.347044416888063,6.318589971124702,2015.2857142857142,14
Michael Stuhlbarg,7.185714285714286,7.150988347200909,7.081472502253281,2014.4285714285713,14
Ryan Gosling,7.135714285714286,7.1431689001460414,7.060061120496662,2013.5714285714287,14
Sam Worthington,6.0357142857142865,6.055601534860293,5.9691231576721275,2013.7857142857142,14
David Oyelowo,6.571428571428572,6.527826440001681,6.459347865505885,2014.5,14
Kevin James,5.885714285714285,5.792322773163069,5.815880131760087,2014.2857142857142,14
Marion Cotillard,7.1571428571428575,6.877483432616927,7.032074043502853,2013.7857142857142,14
Josh Brolin,6.728571428571428,6.700989685277455,6.669011559771435,2013.7857142857142,14
Andrea Riseborough,6.528571428571428,6.468103409849697,6.464930053936493,2014.0714285714287,14
Melissa McCarthy,5.949999999999998,5.995394287714407,5.8559859155239895,2014.7857142857142,14
Amy Adams,7.057142857142859,7.014117867733473,6.997521890901159,2013.642857142857,14
Alicia Vikander,6.628571428571428,6.506695867443722,6.554139408088987,2015.357142857143,14
Daniel Brühl,6.628571428571427,6.505207244458546,6.5175455654694545,2014.5714285714287,14
Keira Knightley,6.728571428571428,6.598438608339365,6.643537998410831,2014.2142857142858,14
Alexandra Daddario,5.6,5.75862200096973,5.537998952489622,2015.0,14
Dakota Johnson,5.857142857142856,5.952899346151822,5.758364566730806,2015.7857142857142,14
Jenny Slate,6.485714285714286,6.4487602259912595,6.379341811402004,2015.9285714285713,14
Tom Hiddleston,6.935714285714285,6.9837611435962685,6.851605501173248,2014.0714285714287,14
Ben Affleck,6.5,6.583655330350054,6.467641157645298,2015.2857142857142,14
Kristen Schaal,6.192857142857143,6.2518397762474,6.067512141412321,2014.5714285714287,14
Jake Johnson,6.435714285714285,6.486678358871106,6.311229055710605,2014.642857142857,14
Jennifer Aniston,6.2142857142857135,6.237206724309954,6.1017301930600185,2013.7857142857142,14
Jacqueline Fernandez,4.857142857142857,5.391625795632402,4.925648701943223,2015.2857142857142,14
Christina Hendricks,6.278571428571428,6.262052729552107,6.1891589037776935,2014.357142857143,14
Chris O'Dowd,6.535714285714286,6.45530574086635,6.447616963211032,2014.9285714285713,14
Djimon Hounsou,6.085714285714286,6.189807673693877,6.00491853254388,2015.5,14
Tom Hardy,7.2857142857142865,7.253440756311226,7.2097156743045,2014.2142857142858,14
Russell Crowe,6.564285714285716,6.452793255190451,6.492315648232912,2014.0714285714287,14
Christopher Mintz-Plasse,6.521428571428571,6.62440902773052,6.434781327216979,2013.357142857143,14
Ajay Devgn,6.007142857142857,6.037022973614376,5.892369248964559,2014.4285714285713,14
Tommy Lee Jones,6.378571428571428,6.408414279928152,6.320574440312339,2014.0714285714287,14
Jeffrey Tambor,6.221428571428572,6.319207302367206,6.225135589521289,2012.7142857142858,14
Tilda Swinton,6.942857142857142,6.927269416660988,6.833386405670564,2014.4285714285713,14
Karl Urban,6.4,6.506080336301289,6.324607168221251,2013.7692307692307,13
Ray Winstone,6.161538461538462,6.124343964152211,6.137296729694656,2012.923076923077,13
Amy Ryan,6.515384615384614,6.459497678372963,6.416100435321847,2014.7692307692307,13
Boman Irani,6.092307692307693,6.02028764078948,5.92163829574889,2014.076923076923,13
Mads Mikkelsen,6.8076923076923075,6.695529159017824,6.725017385995817,2014.3846153846155,13
Kate Mara,6.384615384615383,6.381928200396085,6.285923547116779,2013.6153846153845,13
Ben Foster,6.661538461538461,6.596308917428046,6.536405741381613,2014.4615384615386,13
Kate Winslet,6.507692307692308,6.359532711946347,6.401661534204264,2014.8461538461538,13
Bobby Moynihan,6.2153846153846155,6.262241179784,6.139096633872844,2014.8461538461538,13
Ray Stevenson,6.376923076923078,6.44489610306441,6.26566871050585,2013.3846153846155,13
Mary Elizabeth Winstead,6.461538461538462,6.52186593246356,6.35999656473338,2014.076923076923,13
Noomi Rapace,6.276923076923077,6.356050414964148,6.2216419964393275,2014.7692307692307,13
Pankaj Tripathi,7.138461538461538,6.420724068815252,6.710182043939539,2017.4615384615386,13
Alia Bhatt,6.223076923076922,6.066539224840886,6.124836528492318,2016.3846153846155,13
Brad Pitt,6.63076923076923,6.653535150935534,6.57134981387332,2013.923076923077,13
Paul Bettany,6.800000000000001,6.830802958323805,6.718468850318113,2013.3076923076924,13
Michael Kenneth Williams,6.038461538461538,6.114333571722725,5.994895355849861,2016.0,13
Vanessa Hudgens,5.946153846153846,5.990126206559192,5.839559304129783,2014.923076923077,13
Jacki Weaver,6.346153846153846,6.439867953464641,6.234569895830717,2014.8461538461538,13
Michaela Watkins,6.199999999999999,6.278378317868379,6.055736259919812,2015.1538461538462,13
Sylvester Stallone,6.1692307692307695,6.303598692647585,6.088249530446741,2015.076923076923,13
Nicholas Braun,6.099999999999999,6.1039607801558295,5.9979415791057615,2014.0,13
Kumud Mishra,7.161538461538461,6.488984715281509,6.843948530093487,2016.6923076923076,13
Jamie Foxx,6.3769230769230765,6.291003817295846,6.320742130053025,2014.3076923076924,13
Susan Sarandon,6.207692307692307,6.206731862645368,6.130081098501362,2013.076923076923,13
Joely Richardson,6.138461538461537,6.171604230424986,6.078102402392111,2015.076923076923,13
Joe Chrest,6.346153846153846,6.362550099949024,6.2547040122459485,2013.3076923076924,13
Milla Jovovich,5.415384615384616,5.584826391294825,5.395297452250912,2014.1538461538462,13
Armie Hammer,6.584615384615385,6.565568297615523,6.502220642626012,2016.2307692307693,13
Omar Sy,6.946153846153848,6.558018760084608,6.789922022826384,2015.1538461538462,13
William Fichtner,6.06923076923077,6.057982749156756,5.982117082375648,2013.7692307692307,13
Salma Hayek,5.876923076923077,5.921279975245583,5.871112817421805,2014.4615384615386,13
Danny Trejo,5.753846153846154,5.907668726986405,5.691210419406631,2012.6153846153845,13
Robert Downey Jr.,7.369230769230769,7.404722974969904,7.254182774600808,2014.5384615384614,13
Charles Dance,6.369230769230769,6.372567038164741,6.247278201761526,2014.4615384615386,13
Daniel Radcliffe,6.753846153846154,6.690798988443139,6.60119844497426,2014.6923076923076,13
Clive Owen,6.315384615384615,6.152905667138631,6.207191269919639,2014.7692307692307,13
Scoot McNairy,6.538461538461539,6.566376882793947,6.469937713648348,2014.3076923076924,13
Christian Bale,7.1000000000000005,7.197310302031263,7.0258398039070755,2014.6923076923076,13
Chiwetel Ejiofor,6.730769230769232,6.662009298648869,6.63064965316723,2016.3846153846155,13
Ed Harris,6.546153846153846,6.433161005238995,6.4452999176510435,2013.7692307692307,13
Sean Bean,5.846153846153845,5.9551957449527055,5.795940829020551,2012.8461538461538,13
Samantha Ruth Prabhu,7.753846153846155,6.6201524423187985,6.936120375670496,2015.1538461538462,13
Sarah Gadon,6.1461538461538465,6.137204629554058,6.0883734375747105,2013.076923076923,13
Ron Perlman,6.561538461538461,6.45452677775864,6.4146729106862574,2012.8461538461538,13
Shia LaBeouf,6.800000000000001,6.67857257309157,6.692228852321389,2014.1538461538462,13
Christopher Plummer,6.866666666666667,6.770223920843492,6.6865784840661915,2014.8333333333333,12
Jeff Goldblum,6.416666666666667,6.383555493047695,6.30787365231475,2014.4166666666667,12
Jeffrey Dean Morgan,6.016666666666666,6.016202384734316,5.929318143911524,2012.8333333333333,12
Peter Sarsgaard,6.458333333333333,6.405317219094237,6.359058788475131,2013.75,12
Jeffrey Wright,6.666666666666665,6.572916934091903,6.537686776090264,2013.8333333333333,12
Jennifer Jason Leigh,6.533333333333332,6.564910490264977,6.430151774025769,2015.4166666666667,12
Brian Cox,6.266666666666667,6.289764985925712,6.175341889630093,2014.0,12
Jay Baruchel,6.533333333333332,6.613589272283428,6.438837600561816,2012.75,12
Molly Shannon,5.9750000000000005,6.06764880707632,5.910367220513191,2016.1666666666667,12
Mohammed Zeeshan Ayyub,6.425000000000001,6.074217987360451,6.233709368711419,2015.3333333333333,12
Sonakshi Sinha,5.45,5.791065196793973,5.486827235636283,2014.4166666666667,12
Gemma Arterton,6.258333333333333,6.181029472345561,6.17117067702845,2013.0833333333333,12
Elisabeth Moss,6.5,6.372130041226811,6.346555114888009,2016.25,12
